Fiber_index,ROI1_index,ROI2_index,ROI_Pair_index,ROI_Pair_Fiber,ROI1_Name,ROI2_Name,Net1_Name,Net2_Name,ROIName_Pair,Network_Pair,Orig_index,LowICC,FiberLen,Curvature
1,1,3,1_3,1_3_1,L_V1,L_V6,Visual1,Visual2,L_V1-L_V6,Visual1-Visual2,1_3_1,FALSE,18.44426346,0.160838259
2,1,3,1_3,1_3_2,L_V1,L_V6,Visual1,Visual2,L_V1-L_V6,Visual1-Visual2,1_3_2,FALSE,24.36344337,0.119655003
3,1,3,1_3,1_3_3,L_V1,L_V6,Visual1,Visual2,L_V1-L_V6,Visual1-Visual2,1_3_3,FALSE,32.94243622,0.121479888
4,1,4,1_4,1_4_1,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_1,FALSE,16.56781387,0.160985319
5,1,4,1_4,1_4_2,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_2,TRUE,11.55193329,0.282810318
6,1,4,1_4,1_4_3,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_3,FALSE,11.69379044,0.270830805
7,1,4,1_4,1_4_4,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_4,FALSE,14.05016518,0.284871341
8,1,4,1_4,1_4_5,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_5,FALSE,10.98756981,0.316545066
9,1,4,1_4,1_4_6,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_6,FALSE,13.05314159,0.272760155
10,1,4,1_4,1_4_7,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_7,TRUE,11.68919849,0.373773433
11,1,4,1_4,1_4_8,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_8,FALSE,13.19662189,0.147321931
12,1,4,1_4,1_4_9,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_9,FALSE,11.79730415,0.288557744
13,1,4,1_4,1_4_10,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_10,FALSE,12.34603214,0.277479233
14,1,4,1_4,1_4_11,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_11,FALSE,9.389731407,0.16197995
15,1,4,1_4,1_4_12,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_12,FALSE,15.99177265,0.237888183
16,1,4,1_4,1_4_13,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_13,FALSE,13.65596771,0.225353393
17,1,4,1_4,1_4_14,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_14,FALSE,11.7006712,0.260823573
18,1,4,1_4,1_4_15,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_15,FALSE,29.61615181,0.123569884
19,1,4,1_4,1_4_16,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_16,FALSE,12.3977747,0.278172318
20,1,4,1_4,1_4_17,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_17,FALSE,11.47652245,0.261149223
21,1,4,1_4,1_4_18,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_18,FALSE,12.09507465,0.253187257
22,1,4,1_4,1_4_19,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_19,FALSE,9.97924614,0.306438414
23,1,4,1_4,1_4_20,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_20,FALSE,12.22250557,0.254492135
24,1,4,1_4,1_4_21,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_21,FALSE,17.16884041,0.175620072
25,1,4,1_4,1_4_22,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_22,FALSE,13.14736366,0.28223666
26,1,4,1_4,1_4_23,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_23,FALSE,36.15501022,0.098443887
27,1,4,1_4,1_4_24,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_24,FALSE,12.16478539,0.281219262
28,1,4,1_4,1_4_25,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_25,FALSE,16.45712471,0.156023191
29,1,4,1_4,1_4_26,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_26,FALSE,10.90243816,0.261998604
30,1,4,1_4,1_4_27,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_27,FALSE,12.25408173,0.250472446
31,1,4,1_4,1_4_28,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_28,FALSE,35.22583389,0.154721609
32,1,4,1_4,1_4_29,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_29,TRUE,12.07781887,0.299288417
33,1,4,1_4,1_4_30,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_30,FALSE,23.31308937,0.118089071
34,1,4,1_4,1_4_31,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_31,FALSE,18.89702225,0.183875566
35,1,4,1_4,1_4_32,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_32,FALSE,34.63006973,0.109610258
36,1,4,1_4,1_4_33,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_33,FALSE,11.99886799,0.289722513
37,1,4,1_4,1_4_34,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_34,FALSE,16.9307251,0.18142213
38,1,4,1_4,1_4_35,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_35,FALSE,11.52480602,0.313930316
39,1,4,1_4,1_4_36,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_36,FALSE,10.73357201,0.279229704
40,1,4,1_4,1_4_37,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_37,TRUE,16.28626633,0.247902124
41,1,4,1_4,1_4_38,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_38,FALSE,9.32299614,0.291654206
42,1,4,1_4,1_4_39,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_39,FALSE,10.48548985,0.269813297
43,1,4,1_4,1_4_40,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_40,FALSE,11.59492207,0.27918245
44,1,4,1_4,1_4_41,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_41,FALSE,14.99251556,0.140725618
45,1,4,1_4,1_4_42,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_42,FALSE,39.45294952,0.081766774
46,1,4,1_4,1_4_43,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_43,FALSE,15.53064632,0.180801552
47,1,4,1_4,1_4_44,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_44,FALSE,11.05269623,0.280830285
48,1,4,1_4,1_4_45,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_45,FALSE,13.55523205,0.194477436
49,1,4,1_4,1_4_46,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_46,FALSE,12.24075127,0.235753674
50,1,4,1_4,1_4_47,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_47,FALSE,11.3982439,0.232444682
51,1,4,1_4,1_4_48,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_48,FALSE,12.32099056,0.214648405
52,1,4,1_4,1_4_49,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_49,FALSE,20.95823669,0.138300062
53,1,4,1_4,1_4_50,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_50,TRUE,13.46099472,0.24969765
54,1,4,1_4,1_4_51,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_51,FALSE,11.74680138,0.378588926
55,1,4,1_4,1_4_52,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_52,FALSE,15.65618134,0.202466159
56,1,4,1_4,1_4_53,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_53,FALSE,16.68808937,0.229152077
57,1,4,1_4,1_4_54,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_54,FALSE,11.1993103,0.295261976
58,1,4,1_4,1_4_55,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_55,FALSE,29.40464211,0.139547217
59,1,4,1_4,1_4_56,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_56,FALSE,15.25257397,0.201180872
60,1,4,1_4,1_4_57,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_57,TRUE,10.78304577,0.310447197
61,1,4,1_4,1_4_58,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_58,FALSE,20.37275887,0.139795071
62,1,4,1_4,1_4_59,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_59,FALSE,20.55361938,0.16390462
63,1,4,1_4,1_4_60,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_60,FALSE,25.72629547,0.105528358
64,1,4,1_4,1_4_61,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_61,FALSE,15.36156273,0.159161519
65,1,4,1_4,1_4_62,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_62,FALSE,11.96423912,0.270523408
66,1,4,1_4,1_4_63,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_63,FALSE,14.20059872,0.274275544
67,1,4,1_4,1_4_64,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_64,TRUE,12.58719921,0.230756745
68,1,4,1_4,1_4_65,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_65,FALSE,14.38525009,0.263600678
69,1,4,1_4,1_4_66,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_66,FALSE,11.35583496,0.27888551
70,1,4,1_4,1_4_67,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_67,FALSE,16.223032,0.237050099
71,1,4,1_4,1_4_68,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_68,FALSE,11.21417999,0.331452517
72,1,4,1_4,1_4_69,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_69,FALSE,14.35862637,0.205533676
73,1,4,1_4,1_4_70,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_70,FALSE,11.6978693,0.225070622
74,1,4,1_4,1_4_71,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_71,FALSE,13.68191242,0.229945157
75,1,4,1_4,1_4_72,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_72,FALSE,11.20425606,0.316346323
76,1,4,1_4,1_4_73,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_73,FALSE,15.07042694,0.248154151
77,1,4,1_4,1_4_74,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_74,FALSE,12.74443531,0.235044422
78,1,4,1_4,1_4_75,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_75,TRUE,14.00600719,0.303145965
79,1,4,1_4,1_4_76,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_76,FALSE,12.74138355,0.292635439
80,1,4,1_4,1_4_77,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_77,FALSE,9.965501785,0.264131964
81,1,4,1_4,1_4_78,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_78,FALSE,13.91227531,0.262803081
82,1,4,1_4,1_4_79,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_79,FALSE,16.73067474,0.1678601
83,1,4,1_4,1_4_80,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_80,TRUE,14.19449234,0.325979211
84,1,4,1_4,1_4_81,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_81,FALSE,12.67820168,0.229718203
85,1,4,1_4,1_4_82,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_82,FALSE,14.68748093,0.202226751
86,1,4,1_4,1_4_83,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_83,FALSE,11.90283966,0.267997204
87,1,4,1_4,1_4_84,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_84,FALSE,10.19806385,0.297957564
88,1,4,1_4,1_4_85,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_85,FALSE,15.13741207,0.190175096
89,1,4,1_4,1_4_86,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_86,FALSE,17.92719078,0.182453705
90,1,4,1_4,1_4_87,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_87,FALSE,14.47384262,0.278642519
91,1,4,1_4,1_4_88,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_88,FALSE,10.58747959,0.243257211
92,1,4,1_4,1_4_89,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_89,FALSE,10.90533066,0.273178749
93,1,4,1_4,1_4_90,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_90,FALSE,13.48973656,0.21025207
94,1,4,1_4,1_4_91,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_91,FALSE,10.6773138,0.310846703
95,1,4,1_4,1_4_92,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_92,FALSE,14.7869463,0.202161738
96,1,4,1_4,1_4_93,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_93,FALSE,11.14580631,0.280313158
97,1,4,1_4,1_4_94,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_94,TRUE,16.28547478,0.232714292
98,1,4,1_4,1_4_95,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_95,FALSE,36.78202438,0.094516802
99,1,4,1_4,1_4_96,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_96,FALSE,10.94752789,0.261691035
100,1,4,1_4,1_4_97,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_97,FALSE,15.2335968,0.185382117
101,1,4,1_4,1_4_98,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_98,FALSE,15.57157516,0.208680026
102,1,4,1_4,1_4_99,L_V1,L_V2,Visual1,Visual2,L_V1-L_V2,Visual1-Visual2,1_4_99,FALSE,14.22855377,0.238386704
103,1,5,1_5,1_5_1,L_V1,L_V3,Visual1,Visual2,L_V1-L_V3,Visual1-Visual2,1_5_1,FALSE,20.28723907,0.149678326
104,1,5,1_5,1_5_2,L_V1,L_V3,Visual1,Visual2,L_V1-L_V3,Visual1-Visual2,1_5_2,FALSE,17.99023628,0.176092078
105,1,5,1_5,1_5_3,L_V1,L_V3,Visual1,Visual2,L_V1-L_V3,Visual1-Visual2,1_5_3,FALSE,37.33757019,0.099728648
106,1,5,1_5,1_5_4,L_V1,L_V3,Visual1,Visual2,L_V1-L_V3,Visual1-Visual2,1_5_4,FALSE,18.15968704,0.136452819
107,1,5,1_5,1_5_5,L_V1,L_V3,Visual1,Visual2,L_V1-L_V3,Visual1-Visual2,1_5_5,FALSE,17.27417946,0.157418022
108,1,5,1_5,1_5_6,L_V1,L_V3,Visual1,Visual2,L_V1-L_V3,Visual1-Visual2,1_5_6,FALSE,17.66944313,0.157664228
109,1,5,1_5,1_5_7,L_V1,L_V3,Visual1,Visual2,L_V1-L_V3,Visual1-Visual2,1_5_7,TRUE,16.48348427,0.211410546
110,1,5,1_5,1_5_8,L_V1,L_V3,Visual1,Visual2,L_V1-L_V3,Visual1-Visual2,1_5_8,FALSE,22.40768242,0.140434659
111,1,5,1_5,1_5_9,L_V1,L_V3,Visual1,Visual2,L_V1-L_V3,Visual1-Visual2,1_5_9,FALSE,23.13553047,0.116775275
112,1,5,1_5,1_5_10,L_V1,L_V3,Visual1,Visual2,L_V1-L_V3,Visual1-Visual2,1_5_10,FALSE,17.70714569,0.151343772
113,1,5,1_5,1_5_11,L_V1,L_V3,Visual1,Visual2,L_V1-L_V3,Visual1-Visual2,1_5_11,FALSE,33.75241089,0.099603081
114,1,5,1_5,1_5_12,L_V1,L_V3,Visual1,Visual2,L_V1-L_V3,Visual1-Visual2,1_5_12,FALSE,14.50695705,0.188581361
115,1,5,1_5,1_5_13,L_V1,L_V3,Visual1,Visual2,L_V1-L_V3,Visual1-Visual2,1_5_13,FALSE,27.83434296,0.091964427
116,1,5,1_5,1_5_14,L_V1,L_V3,Visual1,Visual2,L_V1-L_V3,Visual1-Visual2,1_5_14,FALSE,16.21824837,0.112461877
117,1,5,1_5,1_5_15,L_V1,L_V3,Visual1,Visual2,L_V1-L_V3,Visual1-Visual2,1_5_15,FALSE,17.6430645,0.149215441
118,1,5,1_5,1_5_16,L_V1,L_V3,Visual1,Visual2,L_V1-L_V3,Visual1-Visual2,1_5_16,FALSE,14.99978161,0.169366094
119,1,5,1_5,1_5_17,L_V1,L_V3,Visual1,Visual2,L_V1-L_V3,Visual1-Visual2,1_5_17,FALSE,19.5576973,0.130647575
120,1,5,1_5,1_5_18,L_V1,L_V3,Visual1,Visual2,L_V1-L_V3,Visual1-Visual2,1_5_18,FALSE,16.24966812,0.160613199
121,1,5,1_5,1_5_19,L_V1,L_V3,Visual1,Visual2,L_V1-L_V3,Visual1-Visual2,1_5_19,FALSE,12.35336399,0.229740979
122,1,5,1_5,1_5_20,L_V1,L_V3,Visual1,Visual2,L_V1-L_V3,Visual1-Visual2,1_5_20,TRUE,16.34907722,0.197956614
123,1,5,1_5,1_5_21,L_V1,L_V3,Visual1,Visual2,L_V1-L_V3,Visual1-Visual2,1_5_21,FALSE,18.45531082,0.130850907
124,1,5,1_5,1_5_22,L_V1,L_V3,Visual1,Visual2,L_V1-L_V3,Visual1-Visual2,1_5_22,FALSE,31.03041267,0.10357475
125,1,5,1_5,1_5_23,L_V1,L_V3,Visual1,Visual2,L_V1-L_V3,Visual1-Visual2,1_5_23,FALSE,32.48828125,0.121489661
126,1,5,1_5,1_5_24,L_V1,L_V3,Visual1,Visual2,L_V1-L_V3,Visual1-Visual2,1_5_24,FALSE,23.25676727,0.139392763
127,1,5,1_5,1_5_25,L_V1,L_V3,Visual1,Visual2,L_V1-L_V3,Visual1-Visual2,1_5_25,FALSE,13.46247196,0.200944491
128,1,5,1_5,1_5_26,L_V1,L_V3,Visual1,Visual2,L_V1-L_V3,Visual1-Visual2,1_5_26,FALSE,19.35655975,0.127455015
129,1,5,1_5,1_5_27,L_V1,L_V3,Visual1,Visual2,L_V1-L_V3,Visual1-Visual2,1_5_27,FALSE,15.56381035,0.158785181
130,1,5,1_5,1_5_28,L_V1,L_V3,Visual1,Visual2,L_V1-L_V3,Visual1-Visual2,1_5_28,FALSE,24.87434959,0.135529885
131,1,5,1_5,1_5_29,L_V1,L_V3,Visual1,Visual2,L_V1-L_V3,Visual1-Visual2,1_5_29,FALSE,38.07336426,0.077226653
132,1,5,1_5,1_5_30,L_V1,L_V3,Visual1,Visual2,L_V1-L_V3,Visual1-Visual2,1_5_30,FALSE,41.89440918,0.075609738
133,1,5,1_5,1_5_31,L_V1,L_V3,Visual1,Visual2,L_V1-L_V3,Visual1-Visual2,1_5_31,FALSE,21.22860336,0.137103257
134,1,5,1_5,1_5_32,L_V1,L_V3,Visual1,Visual2,L_V1-L_V3,Visual1-Visual2,1_5_32,FALSE,18.87587929,0.161906606
135,1,5,1_5,1_5_33,L_V1,L_V3,Visual1,Visual2,L_V1-L_V3,Visual1-Visual2,1_5_33,FALSE,18.88081169,0.134673874
136,1,5,1_5,1_5_34,L_V1,L_V3,Visual1,Visual2,L_V1-L_V3,Visual1-Visual2,1_5_34,FALSE,24.08821106,0.134819186
137,1,5,1_5,1_5_35,L_V1,L_V3,Visual1,Visual2,L_V1-L_V3,Visual1-Visual2,1_5_35,FALSE,17.23118973,0.157492143
138,1,5,1_5,1_5_36,L_V1,L_V3,Visual1,Visual2,L_V1-L_V3,Visual1-Visual2,1_5_36,TRUE,15.05076218,0.234705448
139,1,5,1_5,1_5_37,L_V1,L_V3,Visual1,Visual2,L_V1-L_V3,Visual1-Visual2,1_5_37,FALSE,16.92568207,0.123635839
140,1,5,1_5,1_5_38,L_V1,L_V3,Visual1,Visual2,L_V1-L_V3,Visual1-Visual2,1_5_38,FALSE,19.31335258,0.210107878
141,1,5,1_5,1_5_39,L_V1,L_V3,Visual1,Visual2,L_V1-L_V3,Visual1-Visual2,1_5_39,FALSE,15.94213581,0.124066328
142,1,5,1_5,1_5_40,L_V1,L_V3,Visual1,Visual2,L_V1-L_V3,Visual1-Visual2,1_5_40,FALSE,14.68703079,0.127448036
143,1,5,1_5,1_5_41,L_V1,L_V3,Visual1,Visual2,L_V1-L_V3,Visual1-Visual2,1_5_41,TRUE,12.42587376,0.265808199
144,1,5,1_5,1_5_42,L_V1,L_V3,Visual1,Visual2,L_V1-L_V3,Visual1-Visual2,1_5_42,FALSE,16.94859123,0.180607179
145,1,5,1_5,1_5_43,L_V1,L_V3,Visual1,Visual2,L_V1-L_V3,Visual1-Visual2,1_5_43,FALSE,15.321105,0.200205258
146,1,5,1_5,1_5_44,L_V1,L_V3,Visual1,Visual2,L_V1-L_V3,Visual1-Visual2,1_5_44,FALSE,23.72662926,0.121228565
147,1,5,1_5,1_5_45,L_V1,L_V3,Visual1,Visual2,L_V1-L_V3,Visual1-Visual2,1_5_45,FALSE,12.76047325,0.230169708
148,1,5,1_5,1_5_46,L_V1,L_V3,Visual1,Visual2,L_V1-L_V3,Visual1-Visual2,1_5_46,FALSE,32.37743759,0.089696556
149,1,5,1_5,1_5_47,L_V1,L_V3,Visual1,Visual2,L_V1-L_V3,Visual1-Visual2,1_5_47,FALSE,20.28461838,0.146821231
150,1,5,1_5,1_5_48,L_V1,L_V3,Visual1,Visual2,L_V1-L_V3,Visual1-Visual2,1_5_48,FALSE,12.89292336,0.202430711
151,1,5,1_5,1_5_49,L_V1,L_V3,Visual1,Visual2,L_V1-L_V3,Visual1-Visual2,1_5_49,FALSE,27.26147652,0.109400797
152,1,5,1_5,1_5_50,L_V1,L_V3,Visual1,Visual2,L_V1-L_V3,Visual1-Visual2,1_5_50,FALSE,15.33903122,0.164887429
153,1,5,1_5,1_5_51,L_V1,L_V3,Visual1,Visual2,L_V1-L_V3,Visual1-Visual2,1_5_51,FALSE,26.37619209,0.114352469
154,1,5,1_5,1_5_52,L_V1,L_V3,Visual1,Visual2,L_V1-L_V3,Visual1-Visual2,1_5_52,FALSE,23.03304291,0.104868573
155,1,5,1_5,1_5_53,L_V1,L_V3,Visual1,Visual2,L_V1-L_V3,Visual1-Visual2,1_5_53,FALSE,22.26256371,0.131484844
156,1,5,1_5,1_5_54,L_V1,L_V3,Visual1,Visual2,L_V1-L_V3,Visual1-Visual2,1_5_54,FALSE,24.41396713,0.12164493
157,1,5,1_5,1_5_55,L_V1,L_V3,Visual1,Visual2,L_V1-L_V3,Visual1-Visual2,1_5_55,FALSE,16.79215431,0.181240524
158,1,6,1_6,1_6_1,L_V1,L_V4,Visual1,Visual2,L_V1-L_V4,Visual1-Visual2,1_6_1,FALSE,19.6537056,0.136272844
159,1,6,1_6,1_6_2,L_V1,L_V4,Visual1,Visual2,L_V1-L_V4,Visual1-Visual2,1_6_2,FALSE,27.15356064,0.122041474
160,1,6,1_6,1_6_3,L_V1,L_V4,Visual1,Visual2,L_V1-L_V4,Visual1-Visual2,1_6_3,FALSE,26.73559761,0.131889371
161,1,6,1_6,1_6_4,L_V1,L_V4,Visual1,Visual2,L_V1-L_V4,Visual1-Visual2,1_6_4,FALSE,26.65309334,0.090578497
162,1,6,1_6,1_6_5,L_V1,L_V4,Visual1,Visual2,L_V1-L_V4,Visual1-Visual2,1_6_5,FALSE,22.88982773,0.154384539
163,1,6,1_6,1_6_6,L_V1,L_V4,Visual1,Visual2,L_V1-L_V4,Visual1-Visual2,1_6_6,FALSE,21.37335396,0.096647985
164,1,6,1_6,1_6_7,L_V1,L_V4,Visual1,Visual2,L_V1-L_V4,Visual1-Visual2,1_6_7,FALSE,24.82435989,0.134401134
165,1,6,1_6,1_6_8,L_V1,L_V4,Visual1,Visual2,L_V1-L_V4,Visual1-Visual2,1_6_8,FALSE,29.13161278,0.097259166
166,1,13,1_13,1_13_1,L_V1,L_V3A,Visual1,Visual2,L_V1-L_V3A,Visual1-Visual2,1_13_1,FALSE,22.93609047,0.117313917
167,1,13,1_13,1_13_2,L_V1,L_V3A,Visual1,Visual2,L_V1-L_V3A,Visual1-Visual2,1_13_2,FALSE,29.89138794,0.116318931
168,1,13,1_13,1_13_3,L_V1,L_V3A,Visual1,Visual2,L_V1-L_V3A,Visual1-Visual2,1_13_3,FALSE,24.2496109,0.091809708
169,1,13,1_13,1_13_4,L_V1,L_V3A,Visual1,Visual2,L_V1-L_V3A,Visual1-Visual2,1_13_4,FALSE,19.8944912,0.124163861
170,1,13,1_13,1_13_5,L_V1,L_V3A,Visual1,Visual2,L_V1-L_V3A,Visual1-Visual2,1_13_5,FALSE,18.40285492,0.184994771
171,1,13,1_13,1_13_6,L_V1,L_V3A,Visual1,Visual2,L_V1-L_V3A,Visual1-Visual2,1_13_6,FALSE,25.43347549,0.098968533
172,1,21,1_21,1_21_1,L_V1,L_LO2,Visual1,Visual2,L_V1-L_LO2,Visual1-Visual2,1_21_1,FALSE,24.56452179,0.136612611
173,1,128,1_128,1_128_1,L_V1,L_STSda,Visual1,Language,L_V1-L_STSda,Language-Visual1,1_123_1,FALSE,102.7244339,0.04518956
174,1,131,1_131,1_131_1,L_V1,L_TGd,Visual1,Default,L_V1-L_TGd,Default-Visual1,1_126_1,FALSE,114.9126282,0.031833685
175,1,131,1_131,1_131_2,L_V1,L_TGd,Visual1,Default,L_V1-L_TGd,Default-Visual1,1_126_2,FALSE,108.60215,0.034332553
