Fiber_index,ROI1_index,ROI2_index,ROI_Pair_index,ROI_Pair_Fiber,ROI1_Name,ROI2_Name,Net1_Name,Net2_Name,ROIName_Pair,Network_Pair,Orig_index,LowICC,FiberLen,Curvature
1245,40,220,40_220,40_220_1,L_24dd,R_24dd,Somatomotor,Somatomotor,L_24dd-R_24dd,Somatomotor-Somatomotor,39_212_1,FALSE,79.42274475,0.088503922
1246,40,220,40_220,40_220_2,L_24dd,R_24dd,Somatomotor,Somatomotor,L_24dd-R_24dd,Somatomotor-Somatomotor,39_212_2,FALSE,87.26127625,0.087413792
1247,40,220,40_220,40_220_3,L_24dd,R_24dd,Somatomotor,Somatomotor,L_24dd-R_24dd,Somatomotor-Somatomotor,39_212_3,FALSE,92.35300446,0.086023012
1248,40,220,40_220,40_220_4,L_24dd,R_24dd,Somatomotor,Somatomotor,L_24dd-R_24dd,Somatomotor-Somatomotor,39_212_4,FALSE,83.04240417,0.088880694
1249,40,223,40_223,40_223_1,L_24dd,R_SCEF,Somatomotor,Cingulo-Opercular,L_24dd-R_SCEF,Cingulo-Opercular-Somatomotor,39_215_1,FALSE,89.88518524,0.077957832
1250,40,223,40_223,40_223_2,L_24dd,R_SCEF,Somatomotor,Cingulo-Opercular,L_24dd-R_SCEF,Cingulo-Opercular-Somatomotor,39_215_2,FALSE,87.50762939,0.076281607
1251,40,223,40_223,40_223_3,L_24dd,R_SCEF,Somatomotor,Cingulo-Opercular,L_24dd-R_SCEF,Cingulo-Opercular-Somatomotor,39_215_3,FALSE,83.31025696,0.080801361
1252,40,223,40_223,40_223_4,L_24dd,R_SCEF,Somatomotor,Cingulo-Opercular,L_24dd-R_SCEF,Cingulo-Opercular-Somatomotor,39_215_4,FALSE,86.94561768,0.07773936
1253,40,224,40_224,40_224_1,L_24dd,R_6ma,Somatomotor,Cingulo-Opercular,L_24dd-R_6ma,Cingulo-Opercular-Somatomotor,39_216_1,FALSE,92.83358765,0.066667544
1254,40,224,40_224,40_224_2,L_24dd,R_6ma,Somatomotor,Cingulo-Opercular,L_24dd-R_6ma,Cingulo-Opercular-Somatomotor,39_216_2,FALSE,91.1100769,0.066257046
1255,40,235,40_235,40_235_1,L_24dd,R_6mp,Somatomotor,Somatomotor,L_24dd-R_6mp,Somatomotor-Somatomotor,39_226_1,FALSE,91.75232697,0.069357797
1256,40,235,40_235,40_235_2,L_24dd,R_6mp,Somatomotor,Somatomotor,L_24dd-R_6mp,Somatomotor-Somatomotor,39_226_2,FALSE,97.81829071,0.070984912
1257,40,235,40_235,40_235_3,L_24dd,R_6mp,Somatomotor,Somatomotor,L_24dd-R_6mp,Somatomotor-Somatomotor,39_226_3,FALSE,94.63352966,0.075517983
1258,40,235,40_235,40_235_4,L_24dd,R_6mp,Somatomotor,Somatomotor,L_24dd-R_6mp,Somatomotor-Somatomotor,39_226_4,FALSE,97.58622742,0.068486035
1259,40,235,40_235,40_235_5,L_24dd,R_6mp,Somatomotor,Somatomotor,L_24dd-R_6mp,Somatomotor-Somatomotor,39_226_5,FALSE,91.93818665,0.066017446
1260,40,235,40_235,40_235_6,L_24dd,R_6mp,Somatomotor,Somatomotor,L_24dd-R_6mp,Somatomotor-Somatomotor,39_226_6,FALSE,89.71308899,0.079369218
1261,41,223,41_223,41_223_1,L_24dv,R_SCEF,Somatomotor,Cingulo-Opercular,L_24dv-R_SCEF,Cingulo-Opercular-Somatomotor,40_215_1,FALSE,78.24732208,0.084723247
1262,41,223,41_223,41_223_2,L_24dv,R_SCEF,Somatomotor,Cingulo-Opercular,L_24dv-R_SCEF,Cingulo-Opercular-Somatomotor,40_215_2,FALSE,77.83669281,0.079961742
1263,42,44,42_44,42_44_1,L_7AL,L_6ma,Somatomotor,Cingulo-Opercular,L_7AL-L_6ma,Cingulo-Opercular-Somatomotor,41_43_1,FALSE,66.45333862,0.06365214
1264,42,44,42_44,42_44_2,L_7AL,L_6ma,Somatomotor,Cingulo-Opercular,L_7AL-L_6ma,Cingulo-Opercular-Somatomotor,41_43_2,FALSE,58.59421921,0.078765112
1265,42,45,42_45,42_45_1,L_7AL,L_7Am,Somatomotor,Cingulo-Opercular,L_7AL-L_7Am,Cingulo-Opercular-Somatomotor,41_44_1,FALSE,15.08940506,0.279139349
1266,42,45,42_45,42_45_2,L_7AL,L_7Am,Somatomotor,Cingulo-Opercular,L_7AL-L_7Am,Cingulo-Opercular-Somatomotor,41_44_2,FALSE,14.82129002,0.194714208
1267,42,49,42_49,42_49_1,L_7AL,L_VIP,Somatomotor,Visual2,L_7AL-L_VIP,Somatomotor-Visual2,41_48_1,FALSE,19.09730339,0.211232359
1268,42,49,42_49,42_49_2,L_7AL,L_VIP,Somatomotor,Visual2,L_7AL-L_VIP,Somatomotor-Visual2,41_48_2,FALSE,17.45554924,0.209894516
1269,42,52,42_52,42_52_1,L_7AL,L_2,Somatomotor,Somatomotor,L_7AL-L_2,Somatomotor-Somatomotor,41_50_1,FALSE,9.363218307,0.399934302
1270,42,55,42_55,42_55_1,L_7AL,L_6mp,Somatomotor,Somatomotor,L_7AL-L_6mp,Somatomotor-Somatomotor,41_53_1,FALSE,56.45776367,0.076402228
1271,42,55,42_55,42_55_2,L_7AL,L_6mp,Somatomotor,Somatomotor,L_7AL-L_6mp,Somatomotor-Somatomotor,41_53_2,FALSE,47.86587143,0.084302501
1272,42,96,42_96,42_96_1,L_7AL,L_6a,Somatomotor,Dorsal-Attention,L_7AL-L_6a,Dorsal-Attention-Somatomotor,41_92_1,FALSE,53.32419586,0.09153296
1273,42,148,42_148,42_148_1,L_7AL,L_PF,Somatomotor,Cingulo-Opercular,L_7AL-L_PF,Cingulo-Opercular-Somatomotor,41_143_1,FALSE,59.18937683,0.057281372
1274,42,148,42_148,42_148_2,L_7AL,L_PF,Somatomotor,Cingulo-Opercular,L_7AL-L_PF,Cingulo-Opercular-Somatomotor,41_143_2,FALSE,63.95211029,0.048822614
1275,42,207,42_207,42_207_1,L_7AL,R_PCV,Somatomotor,Posterior-Multimodal,L_7AL-R_PCV,Posterior-Multimodal-Somatomotor,41_199_1,FALSE,107.7572479,0.05920606
1276,42,207,42_207,42_207_2,L_7AL,R_PCV,Somatomotor,Posterior-Multimodal,L_7AL-R_PCV,Posterior-Multimodal-Somatomotor,41_199_2,FALSE,102.421936,0.058068057
1277,42,207,42_207,42_207_3,L_7AL,R_PCV,Somatomotor,Posterior-Multimodal,L_7AL-R_PCV,Posterior-Multimodal-Somatomotor,41_199_3,FALSE,108.6953812,0.056758029
1278,42,217,42_217,42_217_1,L_7AL,R_5mv,Somatomotor,Cingulo-Opercular,L_7AL-R_5mv,Cingulo-Opercular-Somatomotor,41_209_1,FALSE,111.2320099,0.055821462
1279,42,217,42_217,42_217_2,L_7AL,R_5mv,Somatomotor,Cingulo-Opercular,L_7AL-R_5mv,Cingulo-Opercular-Somatomotor,41_209_2,FALSE,107.2739487,0.059510661
1280,42,219,42_219,42_219_1,L_7AL,R_5L,Somatomotor,Somatomotor,L_7AL-R_5L,Somatomotor-Somatomotor,41_211_1,FALSE,117.9274673,0.05396287
1281,42,219,42_219,42_219_2,L_7AL,R_5L,Somatomotor,Somatomotor,L_7AL-R_5L,Somatomotor-Somatomotor,41_211_2,FALSE,119.4230957,0.04184691
1282,42,222,42_222,42_222_1,L_7AL,R_7AL,Somatomotor,Somatomotor,L_7AL-R_7AL,Somatomotor-Somatomotor,41_214_1,FALSE,116.6380081,0.044412834
1283,42,222,42_222,42_222_2,L_7AL,R_7AL,Somatomotor,Somatomotor,L_7AL-R_7AL,Somatomotor-Somatomotor,41_214_2,FALSE,114.9962006,0.052166056
1284,42,222,42_222,42_222_3,L_7AL,R_7AL,Somatomotor,Somatomotor,L_7AL-R_7AL,Somatomotor-Somatomotor,41_214_3,FALSE,115.317337,0.047130369
1285,42,222,42_222,42_222_4,L_7AL,R_7AL,Somatomotor,Somatomotor,L_7AL-R_7AL,Somatomotor-Somatomotor,41_214_4,FALSE,118.7757568,0.042710299
1286,42,225,42_225,42_225_1,L_7AL,R_7Am,Somatomotor,Cingulo-Opercular,L_7AL-R_7Am,Cingulo-Opercular-Somatomotor,41_217_1,FALSE,114.4599533,0.05162196
1287,42,225,42_225,42_225_2,L_7AL,R_7Am,Somatomotor,Cingulo-Opercular,L_7AL-R_7Am,Cingulo-Opercular-Somatomotor,41_217_2,FALSE,114.6197433,0.04966681
1288,42,225,42_225,42_225_3,L_7AL,R_7Am,Somatomotor,Cingulo-Opercular,L_7AL-R_7Am,Cingulo-Opercular-Somatomotor,41_217_3,FALSE,118.2329712,0.044775301
1289,42,225,42_225,42_225_4,L_7AL,R_7Am,Somatomotor,Cingulo-Opercular,L_7AL-R_7Am,Cingulo-Opercular-Somatomotor,41_217_4,FALSE,116.928833,0.04898272
1290,42,227,42_227,42_227_1,L_7AL,R_7PC,Somatomotor,Somatomotor,L_7AL-R_7PC,Somatomotor-Somatomotor,41_219_1,FALSE,116.9109344,0.048343307
1291,42,328,42_328,42_328_1,L_7AL,R_PF,Somatomotor,Cingulo-Opercular,L_7AL-R_PF,Cingulo-Opercular-Somatomotor,41_316_1,FALSE,116.2313538,0.055635599
1292,42,329,42_329,42_329_1,L_7AL,R_PFm,Somatomotor,Frontoparietal,L_7AL-R_PFm,Frontoparietal-Somatomotor,41_317_1,FALSE,115.5635376,0.056325391
1293,42,329,42_329,42_329_2,L_7AL,R_PFm,Somatomotor,Frontoparietal,L_7AL-R_PFm,Frontoparietal-Somatomotor,41_317_2,FALSE,114.190094,0.055603542
1294,42,361,42_361,42_361_1,L_7AL,Thalamus_L,Somatomotor,Sub,L_7AL-Thalamus_L,Somatomotor-Sub,41_347_1,FALSE,55.87547684,0.043909865
1295,42,361,42_361,42_361_2,L_7AL,Thalamus_L,Somatomotor,Sub,L_7AL-Thalamus_L,Somatomotor-Sub,41_347_2,FALSE,52.77443314,0.041430106
1296,42,361,42_361,42_361_3,L_7AL,Thalamus_L,Somatomotor,Sub,L_7AL-Thalamus_L,Somatomotor-Sub,41_347_3,FALSE,62.81122971,0.044230937
1297,42,361,42_361,42_361_4,L_7AL,Thalamus_L,Somatomotor,Sub,L_7AL-Thalamus_L,Somatomotor-Sub,41_347_4,FALSE,56.11476517,0.040341343
1298,42,361,42_361,42_361_5,L_7AL,Thalamus_L,Somatomotor,Sub,L_7AL-Thalamus_L,Somatomotor-Sub,41_347_5,FALSE,55.10614014,0.039812455
1299,42,361,42_361,42_361_6,L_7AL,Thalamus_L,Somatomotor,Sub,L_7AL-Thalamus_L,Somatomotor-Sub,41_347_6,FALSE,67.1512146,0.04331822
1300,42,363,42_363,42_363_1,L_7AL,putamen_L,Somatomotor,Sub,L_7AL-putamen_L,Somatomotor-Sub,41_349_1,FALSE,65.78916168,0.044699353
1301,42,364,42_364,42_364_1,L_7AL,Pallium_L,Somatomotor,Sub,L_7AL-Pallium_L,Somatomotor-Sub,41_350_1,FALSE,67.74582672,0.041641845
1302,42,364,42_364,42_364_2,L_7AL,Pallium_L,Somatomotor,Sub,L_7AL-Pallium_L,Somatomotor-Sub,41_350_2,FALSE,69.8693924,0.039329263
1303,42,364,42_364,42_364_3,L_7AL,Pallium_L,Somatomotor,Sub,L_7AL-Pallium_L,Somatomotor-Sub,41_350_3,FALSE,66.28716278,0.041008412
1304,42,365,42_365,42_365_1,L_7AL,Brainstem,Somatomotor,Sub,L_7AL-Brainstem,Somatomotor-Sub,41_351_1,FALSE,86.08014679,0.045598156
1305,42,365,42_365,42_365_2,L_7AL,Brainstem,Somatomotor,Sub,L_7AL-Brainstem,Somatomotor-Sub,41_351_2,FALSE,134.3655548,0.0689828
1306,42,365,42_365,42_365_3,L_7AL,Brainstem,Somatomotor,Sub,L_7AL-Brainstem,Somatomotor-Sub,41_351_3,TRUE,89.7220993,0.042931091
1307,43,44,43_44,43_44_1,L_SCEF,L_6ma,Cingulo-Opercular,Cingulo-Opercular,L_SCEF-L_6ma,Cingulo-Opercular-Cingulo-Opercular,42_43_1,FALSE,12.5824337,0.214570644
1308,43,44,43_44,43_44_2,L_SCEF,L_6ma,Cingulo-Opercular,Cingulo-Opercular,L_SCEF-L_6ma,Cingulo-Opercular-Cingulo-Opercular,42_43_2,FALSE,12.53198624,0.225308979
1309,43,44,43_44,43_44_3,L_SCEF,L_6ma,Cingulo-Opercular,Cingulo-Opercular,L_SCEF-L_6ma,Cingulo-Opercular-Cingulo-Opercular,42_43_3,FALSE,11.12119579,0.173431862
1310,43,55,43_55,43_55_1,L_SCEF,L_6mp,Cingulo-Opercular,Somatomotor,L_SCEF-L_6mp,Cingulo-Opercular-Somatomotor,42_53_1,FALSE,14.74240398,0.269125835
1311,43,55,43_55,43_55_2,L_SCEF,L_6mp,Cingulo-Opercular,Somatomotor,L_SCEF-L_6mp,Cingulo-Opercular-Somatomotor,42_53_2,FALSE,15.80617523,0.222528476
1312,43,55,43_55,43_55_3,L_SCEF,L_6mp,Cingulo-Opercular,Somatomotor,L_SCEF-L_6mp,Cingulo-Opercular-Somatomotor,42_53_3,FALSE,20.58505058,0.19765935
1313,43,60,43_60,43_60_1,L_SCEF,L_p32pr,Cingulo-Opercular,Cingulo-Opercular,L_SCEF-L_p32pr,Cingulo-Opercular-Cingulo-Opercular,42_58_1,FALSE,11.98178959,0.332206026
1314,43,60,43_60,43_60_2,L_SCEF,L_p32pr,Cingulo-Opercular,Cingulo-Opercular,L_SCEF-L_p32pr,Cingulo-Opercular-Cingulo-Opercular,42_58_2,FALSE,16.14196396,0.241384584
1315,43,63,43_63,43_63_1,L_SCEF,L_8BM,Cingulo-Opercular,Frontoparietal,L_SCEF-L_8BM,Cingulo-Opercular-Frontoparietal,42_61_1,FALSE,17.15615654,0.2924354
1316,43,63,43_63,43_63_2,L_SCEF,L_8BM,Cingulo-Opercular,Frontoparietal,L_SCEF-L_8BM,Cingulo-Opercular-Frontoparietal,42_61_2,FALSE,22.74246407,0.2235655
1317,43,78,43_78,43_78_1,L_SCEF,L_6r,Cingulo-Opercular,Cingulo-Opercular,L_SCEF-L_6r,Cingulo-Opercular-Cingulo-Opercular,42_75_1,FALSE,66.16210938,0.057678572
1318,43,78,43_78,43_78_2,L_SCEF,L_6r,Cingulo-Opercular,Cingulo-Opercular,L_SCEF-L_6r,Cingulo-Opercular-Cingulo-Opercular,42_75_2,FALSE,64.80502319,0.063842544
1319,43,190,43_190,43_190_1,L_SCEF,R_FEF,Cingulo-Opercular,Cingulo-Opercular,L_SCEF-R_FEF,Cingulo-Opercular-Cingulo-Opercular,42_182_1,FALSE,98.09928131,0.054137586
1320,43,190,43_190,43_190_2,L_SCEF,R_FEF,Cingulo-Opercular,Cingulo-Opercular,L_SCEF-R_FEF,Cingulo-Opercular-Cingulo-Opercular,42_182_2,FALSE,93.06272125,0.054387051
1321,43,192,43_192,43_192_1,L_SCEF,R_55b,Cingulo-Opercular,Language,L_SCEF-R_55b,Cingulo-Opercular-Language,42_184_1,FALSE,96.90740204,0.059193775
1322,43,206,43_206,43_206_1,L_SCEF,R_SFL,Cingulo-Opercular,Language,L_SCEF-R_SFL,Cingulo-Opercular-Language,42_198_1,FALSE,102.0835571,0.052202453
1323,43,206,43_206,43_206_2,L_SCEF,R_SFL,Cingulo-Opercular,Language,L_SCEF-R_SFL,Cingulo-Opercular-Language,42_198_2,FALSE,92.04090118,0.064941305
1324,43,206,43_206,43_206_3,L_SCEF,R_SFL,Cingulo-Opercular,Language,L_SCEF-R_SFL,Cingulo-Opercular-Language,42_198_3,FALSE,101.6444931,0.055274148
1325,43,206,43_206,43_206_4,L_SCEF,R_SFL,Cingulo-Opercular,Language,L_SCEF-R_SFL,Cingulo-Opercular-Language,42_198_4,FALSE,96.52083588,0.060035851
1326,43,206,43_206,43_206_5,L_SCEF,R_SFL,Cingulo-Opercular,Language,L_SCEF-R_SFL,Cingulo-Opercular-Language,42_198_5,FALSE,92.05308533,0.064692883
1327,43,206,43_206,43_206_6,L_SCEF,R_SFL,Cingulo-Opercular,Language,L_SCEF-R_SFL,Cingulo-Opercular-Language,42_198_6,FALSE,87.20083618,0.067883696
1328,43,206,43_206,43_206_7,L_SCEF,R_SFL,Cingulo-Opercular,Language,L_SCEF-R_SFL,Cingulo-Opercular-Language,42_198_7,FALSE,94.83855438,0.060226062
1329,43,206,43_206,43_206_8,L_SCEF,R_SFL,Cingulo-Opercular,Language,L_SCEF-R_SFL,Cingulo-Opercular-Language,42_198_8,FALSE,100.1286926,0.05750554
1330,43,220,43_220,43_220_1,L_SCEF,R_24dd,Cingulo-Opercular,Somatomotor,L_SCEF-R_24dd,Cingulo-Opercular-Somatomotor,42_212_1,FALSE,88.31242371,0.074762531
1331,43,220,43_220,43_220_2,L_SCEF,R_24dd,Cingulo-Opercular,Somatomotor,L_SCEF-R_24dd,Cingulo-Opercular-Somatomotor,42_212_2,FALSE,84.13973999,0.080959385
1332,43,220,43_220,43_220_3,L_SCEF,R_24dd,Cingulo-Opercular,Somatomotor,L_SCEF-R_24dd,Cingulo-Opercular-Somatomotor,42_212_3,FALSE,90.23475647,0.072827437
1333,43,221,43_221,43_221_1,L_SCEF,R_24dv,Cingulo-Opercular,Somatomotor,L_SCEF-R_24dv,Cingulo-Opercular-Somatomotor,42_213_1,FALSE,82.29078674,0.076248565
1334,43,221,43_221,43_221_2,L_SCEF,R_24dv,Cingulo-Opercular,Somatomotor,L_SCEF-R_24dv,Cingulo-Opercular-Somatomotor,42_213_2,FALSE,78.01137543,0.082653084
1335,43,223,43_223,43_223_1,L_SCEF,R_SCEF,Cingulo-Opercular,Cingulo-Opercular,L_SCEF-R_SCEF,Cingulo-Opercular-Cingulo-Opercular,42_215_1,FALSE,92.93106842,0.104324267
1336,43,223,43_223,43_223_2,L_SCEF,R_SCEF,Cingulo-Opercular,Cingulo-Opercular,L_SCEF-R_SCEF,Cingulo-Opercular-Cingulo-Opercular,42_215_2,FALSE,94.93077087,0.06680907
1337,43,223,43_223,43_223_3,L_SCEF,R_SCEF,Cingulo-Opercular,Cingulo-Opercular,L_SCEF-R_SCEF,Cingulo-Opercular-Cingulo-Opercular,42_215_3,FALSE,81.76550293,0.084854306
1338,43,223,43_223,43_223_4,L_SCEF,R_SCEF,Cingulo-Opercular,Cingulo-Opercular,L_SCEF-R_SCEF,Cingulo-Opercular-Cingulo-Opercular,42_215_4,FALSE,95.09042358,0.0642505
1339,43,223,43_223,43_223_5,L_SCEF,R_SCEF,Cingulo-Opercular,Cingulo-Opercular,L_SCEF-R_SCEF,Cingulo-Opercular-Cingulo-Opercular,42_215_5,FALSE,83.83503723,0.080453875
1340,43,223,43_223,43_223_6,L_SCEF,R_SCEF,Cingulo-Opercular,Cingulo-Opercular,L_SCEF-R_SCEF,Cingulo-Opercular-Cingulo-Opercular,42_215_6,FALSE,100.2534714,0.061979475
1341,43,223,43_223,43_223_7,L_SCEF,R_SCEF,Cingulo-Opercular,Cingulo-Opercular,L_SCEF-R_SCEF,Cingulo-Opercular-Cingulo-Opercular,42_215_7,FALSE,98.09114838,0.062322508
1342,43,223,43_223,43_223_8,L_SCEF,R_SCEF,Cingulo-Opercular,Cingulo-Opercular,L_SCEF-R_SCEF,Cingulo-Opercular-Cingulo-Opercular,42_215_8,FALSE,91.83662415,0.072773116
1343,43,223,43_223,43_223_9,L_SCEF,R_SCEF,Cingulo-Opercular,Cingulo-Opercular,L_SCEF-R_SCEF,Cingulo-Opercular-Cingulo-Opercular,42_215_9,FALSE,87.97379303,0.07438522
1344,43,223,43_223,43_223_10,L_SCEF,R_SCEF,Cingulo-Opercular,Cingulo-Opercular,L_SCEF-R_SCEF,Cingulo-Opercular-Cingulo-Opercular,42_215_10,FALSE,86.849617,0.076527026
1345,43,223,43_223,43_223_11,L_SCEF,R_SCEF,Cingulo-Opercular,Cingulo-Opercular,L_SCEF-R_SCEF,Cingulo-Opercular-Cingulo-Opercular,42_215_11,FALSE,99.35931396,0.062700661
1346,43,223,43_223,43_223_12,L_SCEF,R_SCEF,Cingulo-Opercular,Cingulo-Opercular,L_SCEF-R_SCEF,Cingulo-Opercular-Cingulo-Opercular,42_215_12,FALSE,89.15801239,0.076522123
1347,43,223,43_223,43_223_13,L_SCEF,R_SCEF,Cingulo-Opercular,Cingulo-Opercular,L_SCEF-R_SCEF,Cingulo-Opercular-Cingulo-Opercular,42_215_13,FALSE,93.1227417,0.069588082
1348,43,223,43_223,43_223_14,L_SCEF,R_SCEF,Cingulo-Opercular,Cingulo-Opercular,L_SCEF-R_SCEF,Cingulo-Opercular-Cingulo-Opercular,42_215_14,FALSE,88.461586,0.074891373
1349,43,223,43_223,43_223_15,L_SCEF,R_SCEF,Cingulo-Opercular,Cingulo-Opercular,L_SCEF-R_SCEF,Cingulo-Opercular-Cingulo-Opercular,42_215_15,FALSE,96.62905884,0.062046348
1350,43,223,43_223,43_223_16,L_SCEF,R_SCEF,Cingulo-Opercular,Cingulo-Opercular,L_SCEF-R_SCEF,Cingulo-Opercular-Cingulo-Opercular,42_215_16,FALSE,85.06244659,0.078054098
1351,43,224,43_224,43_224_1,L_SCEF,R_6ma,Cingulo-Opercular,Cingulo-Opercular,L_SCEF-R_6ma,Cingulo-Opercular-Cingulo-Opercular,42_216_1,FALSE,97.56840515,0.060545172
1352,43,224,43_224,43_224_2,L_SCEF,R_6ma,Cingulo-Opercular,Cingulo-Opercular,L_SCEF-R_6ma,Cingulo-Opercular-Cingulo-Opercular,42_216_2,FALSE,97.52983093,0.067192655
1353,43,224,43_224,43_224_3,L_SCEF,R_6ma,Cingulo-Opercular,Cingulo-Opercular,L_SCEF-R_6ma,Cingulo-Opercular-Cingulo-Opercular,42_216_3,FALSE,103.5779037,0.051308071
1354,43,224,43_224,43_224_4,L_SCEF,R_6ma,Cingulo-Opercular,Cingulo-Opercular,L_SCEF-R_6ma,Cingulo-Opercular-Cingulo-Opercular,42_216_4,FALSE,99.56022644,0.059068002
1355,43,224,43_224,43_224_5,L_SCEF,R_6ma,Cingulo-Opercular,Cingulo-Opercular,L_SCEF-R_6ma,Cingulo-Opercular-Cingulo-Opercular,42_216_5,FALSE,95.28912354,0.05904654
1356,43,224,43_224,43_224_6,L_SCEF,R_6ma,Cingulo-Opercular,Cingulo-Opercular,L_SCEF-R_6ma,Cingulo-Opercular-Cingulo-Opercular,42_216_6,FALSE,102.5728378,0.050661125
1357,43,224,43_224,43_224_7,L_SCEF,R_6ma,Cingulo-Opercular,Cingulo-Opercular,L_SCEF-R_6ma,Cingulo-Opercular-Cingulo-Opercular,42_216_7,FALSE,104.5386124,0.053418947
1358,43,224,43_224,43_224_8,L_SCEF,R_6ma,Cingulo-Opercular,Cingulo-Opercular,L_SCEF-R_6ma,Cingulo-Opercular-Cingulo-Opercular,42_216_8,FALSE,89.61367798,0.067429027
1359,43,235,43_235,43_235_1,L_SCEF,R_6mp,Cingulo-Opercular,Somatomotor,L_SCEF-R_6mp,Cingulo-Opercular-Somatomotor,42_226_1,FALSE,100.2796555,0.063410848
1360,43,235,43_235,43_235_2,L_SCEF,R_6mp,Cingulo-Opercular,Somatomotor,L_SCEF-R_6mp,Cingulo-Opercular-Somatomotor,42_226_2,FALSE,103.9104385,0.056314065
1361,43,236,43_236,43_236_1,L_SCEF,R_6v,Cingulo-Opercular,Somatomotor,L_SCEF-R_6v,Cingulo-Opercular-Somatomotor,42_227_1,FALSE,107.5795593,0.055283465
1362,43,243,43_243,43_243_1,L_SCEF,R_8BM,Cingulo-Opercular,Frontoparietal,L_SCEF-R_8BM,Cingulo-Opercular-Frontoparietal,42_234_1,FALSE,86.07984161,0.076083219
1363,43,243,43_243,43_243_2,L_SCEF,R_8BM,Cingulo-Opercular,Frontoparietal,L_SCEF-R_8BM,Cingulo-Opercular-Frontoparietal,42_234_2,FALSE,90.64720917,0.070606552
1364,43,243,43_243,43_243_3,L_SCEF,R_8BM,Cingulo-Opercular,Frontoparietal,L_SCEF-R_8BM,Cingulo-Opercular-Frontoparietal,42_234_3,FALSE,81.5087738,0.128204627
1365,43,243,43_243,43_243_4,L_SCEF,R_8BM,Cingulo-Opercular,Frontoparietal,L_SCEF-R_8BM,Cingulo-Opercular-Frontoparietal,42_234_4,FALSE,84.69998932,0.076934502
1366,43,247,43_247,43_247_1,L_SCEF,R_8Av,Cingulo-Opercular,Default,L_SCEF-R_8Av,Cingulo-Opercular-Default,42_237_1,FALSE,90.21311188,0.056644372
1367,43,258,43_258,43_258_1,L_SCEF,R_6r,Cingulo-Opercular,Cingulo-Opercular,L_SCEF-R_6r,Cingulo-Opercular-Cingulo-Opercular,42_248_1,FALSE,102.342392,0.060470482
1368,43,276,43_276,43_276_1,L_SCEF,R_6a,Cingulo-Opercular,Dorsal-Attention,L_SCEF-R_6a,Cingulo-Opercular-Dorsal-Attention,42_266_1,FALSE,92.62586975,0.056732634
1369,43,276,43_276,43_276_2,L_SCEF,R_6a,Cingulo-Opercular,Dorsal-Attention,L_SCEF-R_6a,Cingulo-Opercular-Dorsal-Attention,42_266_2,FALSE,87.06794739,0.062384159
1370,43,276,43_276,43_276_3,L_SCEF,R_6a,Cingulo-Opercular,Dorsal-Attention,L_SCEF-R_6a,Cingulo-Opercular-Dorsal-Attention,42_266_3,FALSE,92.87728882,0.055197483
1371,43,277,43_277,43_277_1,L_SCEF,R_i6-8,Cingulo-Opercular,Frontoparietal,L_SCEF-R_i6-8,Cingulo-Opercular-Frontoparietal,42_267_1,FALSE,91.85934448,0.05918347
1372,43,278,43_278,43_278_1,L_SCEF,R_s6-8,Cingulo-Opercular,Frontoparietal,L_SCEF-R_s6-8,Cingulo-Opercular-Frontoparietal,42_268_1,FALSE,90.66403961,0.09186561
1373,43,361,43_361,43_361_1,L_SCEF,Thalamus_L,Cingulo-Opercular,Sub,L_SCEF-Thalamus_L,Cingulo-Opercular-Sub,42_347_1,FALSE,65.03115845,0.04587663
1374,43,361,43_361,43_361_2,L_SCEF,Thalamus_L,Cingulo-Opercular,Sub,L_SCEF-Thalamus_L,Cingulo-Opercular-Sub,42_347_2,FALSE,62.09582901,0.062457182
1375,43,361,43_361,43_361_3,L_SCEF,Thalamus_L,Cingulo-Opercular,Sub,L_SCEF-Thalamus_L,Cingulo-Opercular-Sub,42_347_3,FALSE,58.88724136,0.052446014
1376,43,361,43_361,43_361_4,L_SCEF,Thalamus_L,Cingulo-Opercular,Sub,L_SCEF-Thalamus_L,Cingulo-Opercular-Sub,42_347_4,FALSE,68.10449219,0.047150675
1377,43,363,43_363,43_363_1,L_SCEF,putamen_L,Cingulo-Opercular,Sub,L_SCEF-putamen_L,Cingulo-Opercular-Sub,42_349_1,FALSE,54.65846634,0.046423945
1378,43,365,43_365,43_365_1,L_SCEF,Brainstem,Cingulo-Opercular,Sub,L_SCEF-Brainstem,Cingulo-Opercular-Sub,42_351_1,FALSE,96.89353943,0.040227323
1379,43,365,43_365,43_365_2,L_SCEF,Brainstem,Cingulo-Opercular,Sub,L_SCEF-Brainstem,Cingulo-Opercular-Sub,42_351_2,TRUE,126.8219528,0.078617572
1380,44,54,44_54,44_54_1,L_6ma,L_6d,Cingulo-Opercular,Somatomotor,L_6ma-L_6d,Cingulo-Opercular-Somatomotor,43_52_1,FALSE,32.17673874,0.142595119
1381,44,55,44_55,44_55_1,L_6ma,L_6mp,Cingulo-Opercular,Somatomotor,L_6ma-L_6mp,Cingulo-Opercular-Somatomotor,43_53_1,FALSE,16.54745865,0.26318377
1382,44,55,44_55,44_55_2,L_6ma,L_6mp,Cingulo-Opercular,Somatomotor,L_6ma-L_6mp,Cingulo-Opercular-Somatomotor,43_53_2,FALSE,17.22986221,0.215713149
