X,ROI_Pair,Network_Pair,Network_Pair_Index,Reproducibility_rfMRI
1,Pair_1_2,Network_1_2,2,0.414814195
2,Pair_1_3,Network_1_2,2,0.380643928
3,Pair_2_3,Network_2_2,13,0.468964557
4,Pair_1_4,Network_1_2,2,0.334788681
5,Pair_2_4,Network_2_2,13,0.48681769
6,Pair_3_4,Network_2_2,13,0.408246813
7,Pair_1_5,Network_1_2,2,0.344035446
8,Pair_2_5,Network_2_2,13,0.4975078
9,Pair_3_5,Network_2_2,13,0.416889556
10,Pair_4_5,Network_2_2,13,0.394771553
11,Pair_1_6,Network_1_2,2,0.321952071
12,Pair_2_6,Network_2_2,13,0.491343358
13,Pair_3_6,Network_2_2,13,0.342763641
14,Pair_4_6,Network_2_2,13,0.340941259
15,Pair_5_6,Network_2_2,13,0.356975817
16,Pair_1_7,Network_1_2,2,0.452420911
17,Pair_2_7,Network_2_2,13,0.465038311
18,Pair_3_7,Network_2_2,13,0.412501788
19,Pair_4_7,Network_2_2,13,0.504097012
20,Pair_5_7,Network_2_2,13,0.525510701
21,Pair_6_7,Network_2_2,13,0.484052647
22,Pair_1_8,Network_1_3,3,0.229887889
23,Pair_2_8,Network_2_3,14,0.371838974
24,Pair_3_8,Network_2_3,14,0.345398458
25,Pair_4_8,Network_2_3,14,0.282236906
26,Pair_5_8,Network_2_3,14,0.293788917
27,Pair_6_8,Network_2_3,14,0.277030788
28,Pair_7_8,Network_2_3,14,0.272162498
29,Pair_1_9,Network_1_3,3,0.255059131
30,Pair_2_9,Network_2_3,14,0.404447335
31,Pair_3_9,Network_2_3,14,0.370086872
32,Pair_4_9,Network_2_3,14,0.301916463
33,Pair_5_9,Network_2_3,14,0.319206376
34,Pair_6_9,Network_2_3,14,0.301064273
35,Pair_7_9,Network_2_3,14,0.294262525
36,Pair_8_9,Network_3_3,24,0.486241447
37,Pair_1_10,Network_1_4,4,0.325666037
38,Pair_2_10,Network_2_4,15,0.447234002
39,Pair_3_10,Network_2_4,15,0.473666089
40,Pair_4_10,Network_2_4,15,0.375872825
41,Pair_5_10,Network_2_4,15,0.393897783
42,Pair_6_10,Network_2_4,15,0.392148377
43,Pair_7_10,Network_2_4,15,0.413811349
44,Pair_8_10,Network_3_4,25,0.426545853
45,Pair_9_10,Network_3_4,25,0.450900591
46,Pair_1_11,Network_1_5,5,0.39130831
47,Pair_2_11,Network_2_5,16,0.476982295
48,Pair_3_11,Network_2_5,16,0.469752336
49,Pair_4_11,Network_2_5,16,0.420270867
50,Pair_5_11,Network_2_5,16,0.402472276
51,Pair_6_11,Network_2_5,16,0.43728031
52,Pair_7_11,Network_2_5,16,0.405615391
53,Pair_8_11,Network_3_5,26,0.35090142
54,Pair_9_11,Network_3_5,26,0.338338509
55,Pair_10_11,Network_4_5,35,0.505479283
56,Pair_1_12,Network_1_6,6,0.331692708
57,Pair_2_12,Network_2_6,17,0.405078062
58,Pair_3_12,Network_2_6,17,0.430875707
59,Pair_4_12,Network_2_6,17,0.347008122
60,Pair_5_12,Network_2_6,17,0.357454744
61,Pair_6_12,Network_2_6,17,0.346429853
62,Pair_7_12,Network_2_6,17,0.352640651
63,Pair_8_12,Network_3_6,27,0.47378368
64,Pair_9_12,Network_3_6,27,0.463607906
65,Pair_10_12,Network_4_6,36,0.517348397
66,Pair_11_12,Network_5_6,44,0.547493052
67,Pair_1_13,Network_1_2,2,0.372666704
68,Pair_2_13,Network_2_2,13,0.502987787
69,Pair_3_13,Network_2_2,13,0.422905994
70,Pair_4_13,Network_2_2,13,0.417018795
71,Pair_5_13,Network_2_2,13,0.438407971
72,Pair_6_13,Network_2_2,13,0.376537169
73,Pair_7_13,Network_2_2,13,0.531277314
74,Pair_8_13,Network_3_2,14,0.322755519
75,Pair_9_13,Network_3_2,14,0.344214513
76,Pair_10_13,Network_4_2,15,0.406328933
77,Pair_11_13,Network_5_2,16,0.440980324
78,Pair_12_13,Network_6_2,17,0.372995446
79,Pair_1_14,Network_1_7,7,0.348467049
80,Pair_2_14,Network_2_7,18,0.322545589
81,Pair_3_14,Network_2_7,18,0.460883591
82,Pair_4_14,Network_2_7,18,0.353686084
83,Pair_5_14,Network_2_7,18,0.359135281
84,Pair_6_14,Network_2_7,18,0.344975312
85,Pair_7_14,Network_2_7,18,0.346084337
86,Pair_8_14,Network_3_7,28,0.286266249
87,Pair_9_14,Network_3_7,28,0.277360035
88,Pair_10_14,Network_4_7,37,0.307776248
89,Pair_11_14,Network_5_7,45,0.342363677
90,Pair_12_14,Network_6_7,52,0.332317468
91,Pair_13_14,Network_2_7,18,0.355215691
92,Pair_1_15,Network_1_7,7,0.392672976
93,Pair_2_15,Network_2_7,18,0.343526179
94,Pair_3_15,Network_2_7,18,0.546701125
95,Pair_4_15,Network_2_7,18,0.432717185
96,Pair_5_15,Network_2_7,18,0.436504828
97,Pair_6_15,Network_2_7,18,0.364938566
98,Pair_7_15,Network_2_7,18,0.417532251
99,Pair_8_15,Network_3_7,28,0.334986489
100,Pair_9_15,Network_3_7,28,0.320444081
101,Pair_10_15,Network_4_7,37,0.3961656
102,Pair_11_15,Network_5_7,45,0.393630425
103,Pair_12_15,Network_6_7,52,0.367301163
104,Pair_13_15,Network_2_7,18,0.443937607
105,Pair_14_15,Network_7_7,58,0.528255197
106,Pair_1_16,Network_1_2,2,0.388498676
107,Pair_2_16,Network_2_2,13,0.514000251
108,Pair_3_16,Network_2_2,13,0.414678775
109,Pair_4_16,Network_2_2,13,0.452814959
110,Pair_5_16,Network_2_2,13,0.464765375
111,Pair_6_16,Network_2_2,13,0.416270455
112,Pair_7_16,Network_2_2,13,0.519366474
113,Pair_8_16,Network_3_2,14,0.316106404
114,Pair_9_16,Network_3_2,14,0.336803858
115,Pair_10_16,Network_4_2,15,0.47410247
116,Pair_11_16,Network_5_2,16,0.527160372
117,Pair_12_16,Network_6_2,17,0.441354101
118,Pair_13_16,Network_2_2,13,0.495087864
119,Pair_14_16,Network_7_2,18,0.377251119
120,Pair_15_16,Network_7_2,18,0.452845433
121,Pair_1_17,Network_1_2,2,0.447092743
122,Pair_2_17,Network_2_2,13,0.52800787
123,Pair_3_17,Network_2_2,13,0.516679462
124,Pair_4_17,Network_2_2,13,0.544142054
125,Pair_5_17,Network_2_2,13,0.570173306
126,Pair_6_17,Network_2_2,13,0.548478934
127,Pair_7_17,Network_2_2,13,0.536046387
128,Pair_8_17,Network_3_2,14,0.321541595
129,Pair_9_17,Network_3_2,14,0.325635386
130,Pair_10_17,Network_4_2,15,0.492515835
131,Pair_11_17,Network_5_2,16,0.551793812
132,Pair_12_17,Network_6_2,17,0.477521231
133,Pair_13_17,Network_2_2,13,0.615313582
134,Pair_14_17,Network_7_2,18,0.360627808
135,Pair_15_17,Network_7_2,18,0.470467792
136,Pair_16_17,Network_2_2,13,0.593779983
137,Pair_1_18,Network_1_2,2,0.400985173
138,Pair_2_18,Network_2_2,13,0.428996765
139,Pair_3_18,Network_2_2,13,0.394982692
140,Pair_4_18,Network_2_2,13,0.440385181
141,Pair_5_18,Network_2_2,13,0.468588331
142,Pair_6_18,Network_2_2,13,0.460526952
143,Pair_7_18,Network_2_2,13,0.454579901
144,Pair_8_18,Network_3_2,14,0.32753551
145,Pair_9_18,Network_3_2,14,0.320206202
146,Pair_10_18,Network_4_2,15,0.411469
147,Pair_11_18,Network_5_2,16,0.349639242
148,Pair_12_18,Network_6_2,17,0.40134681
149,Pair_13_18,Network_2_2,13,0.442037333
150,Pair_14_18,Network_7_2,18,0.350608723
151,Pair_15_18,Network_7_2,18,0.373244293
152,Pair_16_18,Network_2_2,13,0.476985201
153,Pair_17_18,Network_2_2,13,0.451686686
154,Pair_1_19,Network_1_2,2,0.467737306
155,Pair_2_19,Network_2_2,13,0.487164196
156,Pair_3_19,Network_2_2,13,0.450054921
157,Pair_4_19,Network_2_2,13,0.52831543
158,Pair_5_19,Network_2_2,13,0.538762694
159,Pair_6_19,Network_2_2,13,0.542751328
160,Pair_7_19,Network_2_2,13,0.515185777
161,Pair_8_19,Network_3_2,14,0.286194453
162,Pair_9_19,Network_3_2,14,0.290300652
163,Pair_10_19,Network_4_2,15,0.439030307
164,Pair_11_19,Network_5_2,16,0.478798067
165,Pair_12_19,Network_6_2,17,0.367114749
166,Pair_13_19,Network_2_2,13,0.552829184
167,Pair_14_19,Network_7_2,18,0.262324006
168,Pair_15_19,Network_7_2,18,0.37598904
169,Pair_16_19,Network_2_2,13,0.583408134
170,Pair_17_19,Network_2_2,13,0.568909783
171,Pair_18_19,Network_2_2,13,0.431993197
172,Pair_1_20,Network_1_2,2,0.379135334
173,Pair_2_20,Network_2_2,13,0.476649165
174,Pair_3_20,Network_2_2,13,0.348705299
175,Pair_4_20,Network_2_2,13,0.417879816
176,Pair_5_20,Network_2_2,13,0.449963713
177,Pair_6_20,Network_2_2,13,0.466761744
178,Pair_7_20,Network_2_2,13,0.461964292
179,Pair_8_20,Network_3_2,14,0.281756675
180,Pair_9_20,Network_3_2,14,0.321923063
181,Pair_10_20,Network_4_2,15,0.379419006
182,Pair_11_20,Network_5_2,16,0.401945301
183,Pair_12_20,Network_6_2,17,0.32302911
184,Pair_13_20,Network_2_2,13,0.427663918
185,Pair_14_20,Network_7_2,18,0.30072124
186,Pair_15_20,Network_7_2,18,0.351240535
187,Pair_16_20,Network_2_2,13,0.455819932
188,Pair_17_20,Network_2_2,13,0.534609396
189,Pair_18_20,Network_2_2,13,0.465651316
190,Pair_19_20,Network_2_2,13,0.493389046
191,Pair_1_21,Network_1_2,2,0.400465775
192,Pair_2_21,Network_2_2,13,0.46406321
193,Pair_3_21,Network_2_2,13,0.368338324
194,Pair_4_21,Network_2_2,13,0.459913423
195,Pair_5_21,Network_2_2,13,0.502597097
196,Pair_6_21,Network_2_2,13,0.5159856
197,Pair_7_21,Network_2_2,13,0.489153268
198,Pair_8_21,Network_3_2,14,0.290973076
199,Pair_9_21,Network_3_2,14,0.315359164
200,Pair_10_21,Network_4_2,15,0.373477407
201,Pair_11_21,Network_5_2,16,0.414361772
202,Pair_12_21,Network_6_2,17,0.368182361
203,Pair_13_21,Network_2_2,13,0.449872637
204,Pair_14_21,Network_7_2,18,0.325789863
205,Pair_15_21,Network_7_2,18,0.385651927
206,Pair_16_21,Network_2_2,13,0.480631175
207,Pair_17_21,Network_2_2,13,0.509570039
208,Pair_18_21,Network_2_2,13,0.478246185
209,Pair_19_21,Network_2_2,13,0.506849242
210,Pair_20_21,Network_2_2,13,0.519637249
211,Pair_1_22,Network_1_2,2,0.400670077
212,Pair_2_22,Network_2_2,13,0.435209259
213,Pair_3_22,Network_2_2,13,0.353064752
214,Pair_4_22,Network_2_2,13,0.451794131
215,Pair_5_22,Network_2_2,13,0.495050127
216,Pair_6_22,Network_2_2,13,0.515411052
217,Pair_7_22,Network_2_2,13,0.450591275
218,Pair_8_22,Network_3_2,14,0.298262615
219,Pair_9_22,Network_3_2,14,0.306181251
220,Pair_10_22,Network_4_2,15,0.344457276
221,Pair_11_22,Network_5_2,16,0.352219773
222,Pair_12_22,Network_6_2,17,0.359070839
223,Pair_13_22,Network_2_2,13,0.434932042
224,Pair_14_22,Network_7_2,18,0.329693445
225,Pair_15_22,Network_7_2,18,0.330201237
226,Pair_16_22,Network_2_2,13,0.447555493
227,Pair_17_22,Network_2_2,13,0.479615195
228,Pair_18_22,Network_2_2,13,0.447438651
229,Pair_19_22,Network_2_2,13,0.469635494
230,Pair_20_22,Network_2_2,13,0.494138164
231,Pair_21_22,Network_2_2,13,0.537907028
232,Pair_1_23,Network_1_2,2,0.401279855
233,Pair_2_23,Network_2_2,13,0.50972802
234,Pair_3_23,Network_2_2,13,0.440661793
235,Pair_4_23,Network_2_2,13,0.452869482
236,Pair_5_23,Network_2_2,13,0.481590198
237,Pair_6_23,Network_2_2,13,0.470364409
238,Pair_7_23,Network_2_2,13,0.475921071
239,Pair_8_23,Network_3_2,14,0.362405136
240,Pair_9_23,Network_3_2,14,0.392049196
241,Pair_10_23,Network_4_2,15,0.455723844
242,Pair_11_23,Network_5_2,16,0.429017289
243,Pair_12_23,Network_6_2,17,0.42560707
244,Pair_13_23,Network_2_2,13,0.489104693
245,Pair_14_23,Network_7_2,18,0.356529669
246,Pair_15_23,Network_7_2,18,0.412803632
247,Pair_16_23,Network_2_2,13,0.511211488
248,Pair_17_23,Network_2_2,13,0.509905934
249,Pair_18_23,Network_2_2,13,0.433519174
250,Pair_19_23,Network_2_2,13,0.484587959
251,Pair_20_23,Network_2_2,13,0.453659083
252,Pair_21_23,Network_2_2,13,0.447878282
253,Pair_22_23,Network_2_2,13,0.40707753
254,Pair_1_24,Network_1_8,8,0.292330942
255,Pair_2_24,Network_2_8,19,0.314250914
256,Pair_3_24,Network_2_8,19,0.357009652
257,Pair_4_24,Network_2_8,19,0.317545884
258,Pair_5_24,Network_2_8,19,0.335273026
259,Pair_6_24,Network_2_8,19,0.301171159
260,Pair_7_24,Network_2_8,19,0.315724228
261,Pair_8_24,Network_3_8,29,0.402787102
262,Pair_9_24,Network_3_8,29,0.389754079
263,Pair_10_24,Network_4_8,38,0.343061557
264,Pair_11_24,Network_5_8,46,0.343646778
265,Pair_12_24,Network_6_8,53,0.441296941
266,Pair_13_24,Network_2_8,19,0.292209343
267,Pair_14_24,Network_7_8,59,0.359683511
268,Pair_15_24,Network_7_8,59,0.391043689
269,Pair_16_24,Network_2_8,19,0.324767266
270,Pair_17_24,Network_2_8,19,0.30756308
271,Pair_18_24,Network_2_8,19,0.300533406
272,Pair_19_24,Network_2_8,19,0.250669382
273,Pair_20_24,Network_2_8,19,0.28186957
274,Pair_21_24,Network_2_8,19,0.305372389
275,Pair_22_24,Network_2_8,19,0.249207326
276,Pair_23_24,Network_2_8,19,0.373700028
277,Pair_1_25,Network_1_6,6,0.243097765
278,Pair_2_25,Network_2_6,17,0.375556272
279,Pair_3_25,Network_2_6,17,0.374236659
280,Pair_4_25,Network_2_6,17,0.266117345
281,Pair_5_25,Network_2_6,17,0.30253804
282,Pair_6_25,Network_2_6,17,0.2882013
283,Pair_7_25,Network_2_6,17,0.353248143
284,Pair_8_25,Network_3_6,27,0.446893465
285,Pair_9_25,Network_3_6,27,0.428044213
286,Pair_10_25,Network_4_6,36,0.548801004
287,Pair_11_25,Network_5_6,44,0.548276525
288,Pair_12_25,Network_6_6,51,0.605990269
289,Pair_13_25,Network_2_6,17,0.300072027
290,Pair_14_25,Network_7_6,52,0.451156157
291,Pair_15_25,Network_7_6,52,0.509548093
292,Pair_16_25,Network_2_6,17,0.323498939
293,Pair_17_25,Network_2_6,17,0.32774196
294,Pair_18_25,Network_2_6,17,0.375447612
295,Pair_19_25,Network_2_6,17,0.221977698
296,Pair_20_25,Network_2_6,17,0.299597462
297,Pair_21_25,Network_2_6,17,0.323242165
298,Pair_22_25,Network_2_6,17,0.308904249
299,Pair_23_25,Network_2_6,17,0.415578097
300,Pair_24_25,Network_8_6,53,0.573810108
301,Pair_1_26,Network_1_6,6,0.20260513
302,Pair_2_26,Network_2_6,17,0.256155746
303,Pair_3_26,Network_2_6,17,0.244210341
304,Pair_4_26,Network_2_6,17,0.211360326
305,Pair_5_26,Network_2_6,17,0.221214329
306,Pair_6_26,Network_2_6,17,0.196021314
307,Pair_7_26,Network_2_6,17,0.254820588
308,Pair_8_26,Network_3_6,27,0.25624285
309,Pair_9_26,Network_3_6,27,0.240659285
310,Pair_10_26,Network_4_6,36,0.660018363
311,Pair_11_26,Network_5_6,44,0.65342777
312,Pair_12_26,Network_6_6,51,0.658891511
313,Pair_13_26,Network_2_6,17,0.200740388
314,Pair_14_26,Network_7_6,52,0.318039453
315,Pair_15_26,Network_7_6,52,0.375805035
316,Pair_16_26,Network_2_6,17,0.247216511
317,Pair_17_26,Network_2_6,17,0.337926903
318,Pair_18_26,Network_2_6,17,0.317223231
319,Pair_19_26,Network_2_6,17,0.171429825
320,Pair_20_26,Network_2_6,17,0.228658999
321,Pair_21_26,Network_2_6,17,0.220952186
322,Pair_22_26,Network_2_6,17,0.263566216
323,Pair_23_26,Network_2_6,17,0.336221222
324,Pair_24_26,Network_8_6,53,0.229667841
325,Pair_25_26,Network_6_6,51,0.706623986
326,Pair_1_27,Network_1_10,10,0.345189974
327,Pair_2_27,Network_2_10,21,0.388096407
328,Pair_3_27,Network_2_10,21,0.501079022
329,Pair_4_27,Network_2_10,21,0.382494832
330,Pair_5_27,Network_2_10,21,0.394864044
331,Pair_6_27,Network_2_10,21,0.353371758
332,Pair_7_27,Network_2_10,21,0.407522714
333,Pair_8_27,Network_3_10,31,0.357768446
334,Pair_9_27,Network_3_10,31,0.33416074
335,Pair_10_27,Network_4_10,40,0.475097164
336,Pair_11_27,Network_5_10,48,0.429724584
337,Pair_12_27,Network_6_10,55,0.391508976
338,Pair_13_27,Network_2_10,21,0.407043984
339,Pair_14_27,Network_7_10,61,0.517462123
340,Pair_15_27,Network_7_10,61,0.573814403
341,Pair_16_27,Network_2_10,21,0.442001768
342,Pair_17_27,Network_2_10,21,0.434853867
343,Pair_18_27,Network_2_10,21,0.401467734
344,Pair_19_27,Network_2_10,21,0.311460425
345,Pair_20_27,Network_2_10,21,0.319031178
346,Pair_21_27,Network_2_10,21,0.332710755
347,Pair_22_27,Network_2_10,21,0.322088988
348,Pair_23_27,Network_2_10,21,0.416293059
349,Pair_24_27,Network_8_10,66,0.42762719
350,Pair_25_27,Network_6_10,55,0.61351786
351,Pair_26_27,Network_6_10,55,0.51433995
352,Pair_1_28,Network_1_6,6,0.258133101
353,Pair_2_28,Network_2_6,17,0.444470759
354,Pair_3_28,Network_2_6,17,0.406675897
355,Pair_4_28,Network_2_6,17,0.296731347
356,Pair_5_28,Network_2_6,17,0.326583144
357,Pair_6_28,Network_2_6,17,0.301509387
358,Pair_7_28,Network_2_6,17,0.347153096
359,Pair_8_28,Network_3_6,27,0.474551225
360,Pair_9_28,Network_3_6,27,0.468073436
361,Pair_10_28,Network_4_6,36,0.475804426
362,Pair_11_28,Network_5_6,44,0.484665921
363,Pair_12_28,Network_6_6,51,0.545161749
364,Pair_13_28,Network_2_6,17,0.345868461
365,Pair_14_28,Network_7_6,52,0.425774132
366,Pair_15_28,Network_7_6,52,0.465092052
367,Pair_16_28,Network_2_6,17,0.347312891
368,Pair_17_28,Network_2_6,17,0.372931325
369,Pair_18_28,Network_2_6,17,0.378656987
370,Pair_19_28,Network_2_6,17,0.278070556
371,Pair_20_28,Network_2_6,17,0.342125013
372,Pair_21_28,Network_2_6,17,0.379252328
373,Pair_22_28,Network_2_6,17,0.336171398
374,Pair_23_28,Network_2_6,17,0.476396735
375,Pair_24_28,Network_8_6,53,0.530400924
376,Pair_25_28,Network_6_6,51,0.608317843
377,Pair_26_28,Network_6_6,51,0.643536604
378,Pair_27_28,Network_10_6,55,0.563088358
379,Pair_1_29,Network_1_7,7,0.400935492
380,Pair_2_29,Network_2_7,18,0.333532656
381,Pair_3_29,Network_2_7,18,0.524279271
382,Pair_4_29,Network_2_7,18,0.45541132
383,Pair_5_29,Network_2_7,18,0.462737644
384,Pair_6_29,Network_2_7,18,0.393703613
385,Pair_7_29,Network_2_7,18,0.454362321
386,Pair_8_29,Network_3_7,28,0.344002782
387,Pair_9_29,Network_3_7,28,0.33062537
388,Pair_10_29,Network_4_7,37,0.405853055
389,Pair_11_29,Network_5_7,45,0.466077551
390,Pair_12_29,Network_6_7,52,0.397839951
391,Pair_13_29,Network_2_7,18,0.447458777
392,Pair_14_29,Network_7_7,58,0.531722919
393,Pair_15_29,Network_7_7,58,0.56691993
394,Pair_16_29,Network_2_7,18,0.479746871
395,Pair_17_29,Network_2_7,18,0.549391298
396,Pair_18_29,Network_2_7,18,0.469501295
397,Pair_19_29,Network_2_7,18,0.337894491
398,Pair_20_29,Network_2_7,18,0.381907159
399,Pair_21_29,Network_2_7,18,0.416523232
400,Pair_22_29,Network_2_7,18,0.413225295
401,Pair_23_29,Network_2_7,18,0.432065251
402,Pair_24_29,Network_8_7,59,0.381754901
403,Pair_25_29,Network_6_7,52,0.543952409
404,Pair_26_29,Network_6_7,52,0.477882461
405,Pair_27_29,Network_10_7,61,0.572059317
406,Pair_28_29,Network_6_7,52,0.526428602
407,Pair_1_30,Network_1_9,9,0.288106826
408,Pair_2_30,Network_2_9,20,0.301028831
409,Pair_3_30,Network_2_9,20,0.373783649
410,Pair_4_30,Network_2_9,20,0.288982145
411,Pair_5_30,Network_2_9,20,0.307597082
412,Pair_6_30,Network_2_9,20,0.279116126
413,Pair_7_30,Network_2_9,20,0.319961775
414,Pair_8_30,Network_3_9,30,0.296525728
415,Pair_9_30,Network_3_9,30,0.305478533
416,Pair_10_30,Network_4_9,39,0.385606307
417,Pair_11_30,Network_5_9,47,0.414432029
418,Pair_12_30,Network_6_9,54,0.392711833
419,Pair_13_30,Network_2_9,20,0.261727719
420,Pair_14_30,Network_7_9,60,0.487094497
421,Pair_15_30,Network_7_9,60,0.559715584
422,Pair_16_30,Network_2_9,20,0.305254283
423,Pair_17_30,Network_2_9,20,0.360446415
424,Pair_18_30,Network_2_9,20,0.317485173
425,Pair_19_30,Network_2_9,20,0.195757388
426,Pair_20_30,Network_2_9,20,0.27686066
427,Pair_21_30,Network_2_9,20,0.297671302
428,Pair_22_30,Network_2_9,20,0.257821384
429,Pair_23_30,Network_2_9,20,0.378060212
430,Pair_24_30,Network_8_9,65,0.292538287
431,Pair_25_30,Network_6_9,54,0.651920664
432,Pair_26_30,Network_6_9,54,0.375718231
433,Pair_27_30,Network_10_9,70,0.684293887
434,Pair_28_30,Network_6_9,54,0.595696766
435,Pair_29_30,Network_7_9,60,0.638266201
436,Pair_1_31,Network_1_9,9,0.406880658
437,Pair_2_31,Network_2_9,20,0.336602195
438,Pair_3_31,Network_2_9,20,0.468923839
439,Pair_4_31,Network_2_9,20,0.411853623
440,Pair_5_31,Network_2_9,20,0.39947681
441,Pair_6_31,Network_2_9,20,0.358999115
442,Pair_7_31,Network_2_9,20,0.41415815
443,Pair_8_31,Network_3_9,30,0.300124073
444,Pair_9_31,Network_3_9,30,0.3132598
445,Pair_10_31,Network_4_9,39,0.355602675
446,Pair_11_31,Network_5_9,47,0.448250723
447,Pair_12_31,Network_6_9,54,0.359067076
448,Pair_13_31,Network_2_9,20,0.390755025
449,Pair_14_31,Network_7_9,60,0.418920755
450,Pair_15_31,Network_7_9,60,0.49749045
451,Pair_16_31,Network_2_9,20,0.400981124
452,Pair_17_31,Network_2_9,20,0.364192268
453,Pair_18_31,Network_2_9,20,0.360772483
454,Pair_19_31,Network_2_9,20,0.327879068
455,Pair_20_31,Network_2_9,20,0.314824664
456,Pair_21_31,Network_2_9,20,0.339129527
457,Pair_22_31,Network_2_9,20,0.293675083
458,Pair_23_31,Network_2_9,20,0.377227774
459,Pair_24_31,Network_8_9,65,0.281216923
460,Pair_25_31,Network_6_9,54,0.469521485
461,Pair_26_31,Network_6_9,54,0.270091301
462,Pair_27_31,Network_10_9,70,0.555861296
463,Pair_28_31,Network_6_9,54,0.438014131
464,Pair_29_31,Network_7_9,60,0.471151923
465,Pair_30_31,Network_9_9,69,0.444954781
466,Pair_1_32,Network_1_9,9,0.219483892
467,Pair_2_32,Network_2_9,20,0.278513076
468,Pair_3_32,Network_2_9,20,0.319936547
469,Pair_4_32,Network_2_9,20,0.223478706
470,Pair_5_32,Network_2_9,20,0.241450232
471,Pair_6_32,Network_2_9,20,0.240094237
472,Pair_7_32,Network_2_9,20,0.228265509
473,Pair_8_32,Network_3_9,30,0.33535759
474,Pair_9_32,Network_3_9,30,0.354903179
475,Pair_10_32,Network_4_9,39,0.326088141
476,Pair_11_32,Network_5_9,47,0.419651001
477,Pair_12_32,Network_6_9,54,0.400954241
478,Pair_13_32,Network_2_9,20,0.246468884
479,Pair_14_32,Network_7_9,60,0.421547761
480,Pair_15_32,Network_7_9,60,0.523364583
481,Pair_16_32,Network_2_9,20,0.241890877
482,Pair_17_32,Network_2_9,20,0.287990575
483,Pair_18_32,Network_2_9,20,0.286900831
484,Pair_19_32,Network_2_9,20,0.177302361
485,Pair_20_32,Network_2_9,20,0.243325662
486,Pair_21_32,Network_2_9,20,0.252243559
487,Pair_22_32,Network_2_9,20,0.242958902
488,Pair_23_32,Network_2_9,20,0.321987787
489,Pair_24_32,Network_8_9,65,0.339674281
490,Pair_25_32,Network_6_9,54,0.52599658
491,Pair_26_32,Network_6_9,54,0.44082052
492,Pair_27_32,Network_10_9,70,0.515511197
493,Pair_28_32,Network_6_9,54,0.440405956
494,Pair_29_32,Network_7_9,60,0.57680272
495,Pair_30_32,Network_9_9,69,0.552975297
496,Pair_31_32,Network_9_9,69,0.370445028
497,Pair_1_33,Network_1_9,9,0.221500455
498,Pair_2_33,Network_2_9,20,0.242363447
499,Pair_3_33,Network_2_9,20,0.287578151
500,Pair_4_33,Network_2_9,20,0.217872903
501,Pair_5_33,Network_2_9,20,0.200078594
502,Pair_6_33,Network_2_9,20,0.218205469
503,Pair_7_33,Network_2_9,20,0.25855789
504,Pair_8_33,Network_3_9,30,0.217049041
505,Pair_9_33,Network_3_9,30,0.224114997
506,Pair_10_33,Network_4_9,39,0.36176383
507,Pair_11_33,Network_5_9,47,0.456594696
508,Pair_12_33,Network_6_9,54,0.32492312
509,Pair_13_33,Network_2_9,20,0.206300014
510,Pair_14_33,Network_7_9,60,0.482750344
511,Pair_15_33,Network_7_9,60,0.555463463
512,Pair_16_33,Network_2_9,20,0.271010706
513,Pair_17_33,Network_2_9,20,0.330401305
514,Pair_18_33,Network_2_9,20,0.262022761
515,Pair_19_33,Network_2_9,20,0.16193219
516,Pair_20_33,Network_2_9,20,0.203285721
517,Pair_21_33,Network_2_9,20,0.218629823
518,Pair_22_33,Network_2_9,20,0.206028366
519,Pair_23_33,Network_2_9,20,0.331469845
520,Pair_24_33,Network_8_9,65,0.161314496
521,Pair_25_33,Network_6_9,54,0.55149663
522,Pair_26_33,Network_6_9,54,0.3387217
523,Pair_27_33,Network_10_9,70,0.65748766
524,Pair_28_33,Network_6_9,54,0.468532085
525,Pair_29_33,Network_7_9,60,0.58867032
526,Pair_30_33,Network_9_9,69,0.537709676
527,Pair_31_33,Network_9_9,69,0.412326891
528,Pair_32_33,Network_9_9,69,0.477662388
529,Pair_1_34,Network_1_9,9,0.183205891
530,Pair_2_34,Network_2_9,20,0.270611907
531,Pair_3_34,Network_2_9,20,0.301498629
532,Pair_4_34,Network_2_9,20,0.198201901
533,Pair_5_34,Network_2_9,20,0.209571995
534,Pair_6_34,Network_2_9,20,0.228012126
535,Pair_7_34,Network_2_9,20,0.293758008
536,Pair_8_34,Network_3_9,30,0.263813609
537,Pair_9_34,Network_3_9,30,0.280229987
538,Pair_10_34,Network_4_9,39,0.366552677
539,Pair_11_34,Network_5_9,47,0.435489851
540,Pair_12_34,Network_6_9,54,0.393173356
541,Pair_13_34,Network_2_9,20,0.189727578
542,Pair_14_34,Network_7_9,60,0.415181172
543,Pair_15_34,Network_7_9,60,0.569990624
544,Pair_16_34,Network_2_9,20,0.224803387
545,Pair_17_34,Network_2_9,20,0.354880872
546,Pair_18_34,Network_2_9,20,0.270876168
547,Pair_19_34,Network_2_9,20,0.159839306
548,Pair_20_34,Network_2_9,20,0.21574198
549,Pair_21_34,Network_2_9,20,0.222659117
550,Pair_22_34,Network_2_9,20,0.219896093
551,Pair_23_34,Network_2_9,20,0.302275409
552,Pair_24_34,Network_8_9,65,0.262821059
553,Pair_25_34,Network_6_9,54,0.588645357
554,Pair_26_34,Network_6_9,54,0.36782279
555,Pair_27_34,Network_10_9,70,0.649259474
556,Pair_28_34,Network_6_9,54,0.534082944
557,Pair_29_34,Network_7_9,60,0.649262349
558,Pair_30_34,Network_9_9,69,0.578043241
