X,ROI_Pair,Network_Pair,Network_Pair_Index,Reproducibility_rfMRI
7018,Pair_115_119,Network_3_9,30,0.252714287
7019,Pair_116_119,Network_5_9,47,0.250492752
7020,Pair_117_119,Network_5_9,47,0.259593952
7021,Pair_118_119,Network_9_9,69,0.26527859
7022,Pair_1_120,Network_1_9,9,0.227120912
7023,Pair_2_120,Network_2_9,20,0.259293372
7024,Pair_3_120,Network_2_9,20,0.257196942
7025,Pair_4_120,Network_2_9,20,0.235388486
7026,Pair_5_120,Network_2_9,20,0.244542577
7027,Pair_6_120,Network_2_9,20,0.220275977
7028,Pair_7_120,Network_2_9,20,0.279120835
7029,Pair_8_120,Network_3_9,30,0.247017596
7030,Pair_9_120,Network_3_9,30,0.243380588
7031,Pair_10_120,Network_4_9,39,0.274748153
7032,Pair_11_120,Network_5_9,47,0.251809598
7033,Pair_12_120,Network_6_9,54,0.280777039
7034,Pair_13_120,Network_2_9,20,0.23857641
7035,Pair_14_120,Network_7_9,60,0.298469972
7036,Pair_15_120,Network_7_9,60,0.38436649
7037,Pair_16_120,Network_2_9,20,0.256618947
7038,Pair_17_120,Network_2_9,20,0.290834002
7039,Pair_18_120,Network_2_9,20,0.294467093
7040,Pair_19_120,Network_2_9,20,0.216333619
7041,Pair_20_120,Network_2_9,20,0.25769709
7042,Pair_21_120,Network_2_9,20,0.255935278
7043,Pair_22_120,Network_2_9,20,0.206180326
7044,Pair_23_120,Network_2_9,20,0.304448851
7045,Pair_24_120,Network_8_9,65,0.281139749
7046,Pair_25_120,Network_6_9,54,0.285994452
7047,Pair_26_120,Network_6_9,54,0.255175414
7048,Pair_27_120,Network_10_9,70,0.361928452
7049,Pair_28_120,Network_6_9,54,0.349623811
7050,Pair_29_120,Network_7_9,60,0.365276678
7051,Pair_30_120,Network_9_9,69,0.394463078
7052,Pair_31_120,Network_9_9,69,0.3392535
7053,Pair_32_120,Network_9_9,69,0.290930476
7054,Pair_33_120,Network_9_9,69,0.311790066
7055,Pair_34_120,Network_9_9,69,0.305358083
7056,Pair_35_120,Network_9_9,69,0.297375274
7057,Pair_36_120,Network_3_9,30,0.295953142
7058,Pair_37_120,Network_4_9,39,0.26928212
7059,Pair_38_120,Network_4_9,39,0.2108759
7060,Pair_39_120,Network_3_9,30,0.31954094
7061,Pair_40_120,Network_3_9,30,0.253819484
7062,Pair_41_120,Network_3_9,30,0.261843029
7063,Pair_42_120,Network_3_9,30,0.30439739
7064,Pair_43_120,Network_4_9,39,0.229870384
7065,Pair_44_120,Network_4_9,39,0.300198364
7066,Pair_45_120,Network_4_9,39,0.289505616
7067,Pair_46_120,Network_5_9,47,0.292423867
7068,Pair_47_120,Network_3_9,30,0.317265773
7069,Pair_48_120,Network_2_9,20,0.289193332
7070,Pair_49_120,Network_2_9,20,0.30028288
7071,Pair_50_120,Network_5_9,47,0.246234456
7072,Pair_51_120,Network_3_9,30,0.277396294
7073,Pair_52_120,Network_3_9,30,0.267097404
7074,Pair_53_120,Network_3_9,30,0.246534999
7075,Pair_54_120,Network_3_9,30,0.313166868
7076,Pair_55_120,Network_3_9,30,0.28932451
7077,Pair_56_120,Network_3_9,30,0.271656929
7078,Pair_57_120,Network_4_9,39,0.232554531
7079,Pair_58_120,Network_4_9,39,0.293553474
7080,Pair_59_120,Network_4_9,39,0.282297692
7081,Pair_60_120,Network_4_9,39,0.18427798
7082,Pair_61_120,Network_9_9,69,0.249100921
7083,Pair_62_120,Network_9_9,69,0.284883532
7084,Pair_63_120,Network_7_9,60,0.28646588
7085,Pair_64_120,Network_9_9,69,0.284201184
7086,Pair_65_120,Network_9_9,69,0.279338471
7087,Pair_66_120,Network_9_9,69,0.274831102
7088,Pair_67_120,Network_9_9,69,0.321680275
7089,Pair_68_120,Network_9_9,69,0.317745654
7090,Pair_69_120,Network_9_9,69,0.304230028
7091,Pair_70_120,Network_9_9,69,0.297944546
7092,Pair_71_120,Network_9_9,69,0.338898424
7093,Pair_72_120,Network_9_9,69,0.332404244
7094,Pair_73_120,Network_7_9,60,0.322032207
7095,Pair_74_120,Network_6_9,54,0.284203868
7096,Pair_75_120,Network_6_9,54,0.30360971
7097,Pair_76_120,Network_9_9,69,0.256615489
7098,Pair_77_120,Network_7_9,60,0.25000319
7099,Pair_78_120,Network_4_9,39,0.225875291
7100,Pair_79_120,Network_6_9,54,0.218572969
7101,Pair_80_120,Network_7_9,60,0.256554531
7102,Pair_81_120,Network_6_9,54,0.239847217
7103,Pair_82_120,Network_7_9,60,0.238741473
7104,Pair_83_120,Network_7_9,60,0.305867983
7105,Pair_84_120,Network_4_9,39,0.271951833
7106,Pair_85_120,Network_7_9,60,0.304946231
7107,Pair_86_120,Network_4_9,39,0.304297766
7108,Pair_87_120,Network_9_9,69,0.403369635
7109,Pair_88_120,Network_9_9,69,0.287260016
7110,Pair_89_120,Network_7_9,60,0.324854708
7111,Pair_90_120,Network_9_9,69,0.284426736
7112,Pair_91_120,Network_7_9,60,0.362930166
7113,Pair_92_120,Network_7_9,60,0.325626832
7114,Pair_93_120,Network_9_9,69,0.318633972
7115,Pair_94_120,Network_9_9,69,0.245231068
7116,Pair_95_120,Network_5_9,47,0.253943279
7117,Pair_96_120,Network_5_9,47,0.222029899
7118,Pair_97_120,Network_7_9,60,0.304675219
7119,Pair_98_120,Network_7_9,60,0.329602139
7120,Pair_99_120,Network_4_9,39,0.302108859
7121,Pair_100_120,Network_3_9,30,0.30524993
7122,Pair_101_120,Network_3_9,30,0.319864709
7123,Pair_102_120,Network_3_9,30,0.23357576
7124,Pair_103_120,Network_8_9,65,0.187388324
7125,Pair_104_120,Network_8_9,65,0.303727564
7126,Pair_105_120,Network_4_9,39,0.272599431
7127,Pair_106_120,Network_4_9,39,0.205207701
7128,Pair_107_120,Network_8_9,65,0.250907501
7129,Pair_108_120,Network_4_9,39,0.223727439
7130,Pair_109_120,Network_4_9,39,0.252562861
7131,Pair_110_120,Network_12_9,72,0.226423826
7132,Pair_111_120,Network_7_9,60,0.141975999
7133,Pair_112_120,Network_12_9,72,0.19543819
7134,Pair_113_120,Network_4_9,39,0.314445075
7135,Pair_114_120,Network_4_9,39,0.23567582
7136,Pair_115_120,Network_3_9,30,0.262605645
7137,Pair_116_120,Network_5_9,47,0.25046723
7138,Pair_117_120,Network_5_9,47,0.263001514
7139,Pair_118_120,Network_9_9,69,0.288452071
7140,Pair_119_120,Network_9_9,69,0.270641877
7141,Pair_1_121,Network_1_1,1,0.496744247
7142,Pair_2_121,Network_2_1,2,0.392213317
7143,Pair_3_121,Network_2_1,2,0.476907416
7144,Pair_4_121,Network_2_1,2,0.460649124
7145,Pair_5_121,Network_2_1,2,0.437286884
7146,Pair_6_121,Network_2_1,2,0.357612649
7147,Pair_7_121,Network_2_1,2,0.445482396
7148,Pair_8_121,Network_3_1,3,0.317875823
7149,Pair_9_121,Network_3_1,3,0.333870944
7150,Pair_10_121,Network_4_1,4,0.376006822
7151,Pair_11_121,Network_5_1,5,0.439944835
7152,Pair_12_121,Network_6_1,6,0.423364481
7153,Pair_13_121,Network_2_1,2,0.42619383
7154,Pair_14_121,Network_7_1,7,0.41104348
7155,Pair_15_121,Network_7_1,7,0.461233906
7156,Pair_16_121,Network_2_1,2,0.411124661
7157,Pair_17_121,Network_2_1,2,0.442116627
7158,Pair_18_121,Network_2_1,2,0.399207294
7159,Pair_19_121,Network_2_1,2,0.370870405
7160,Pair_20_121,Network_2_1,2,0.322742153
7161,Pair_21_121,Network_2_1,2,0.333617035
7162,Pair_22_121,Network_2_1,2,0.346538724
7163,Pair_23_121,Network_2_1,2,0.377204932
7164,Pair_24_121,Network_8_1,8,0.316563971
7165,Pair_25_121,Network_6_1,6,0.380878831
7166,Pair_26_121,Network_6_1,6,0.20351737
7167,Pair_27_121,Network_10_1,10,0.47343969
7168,Pair_28_121,Network_6_1,6,0.39025808
7169,Pair_29_121,Network_7_1,7,0.497778014
7170,Pair_30_121,Network_9_1,9,0.374174375
7171,Pair_31_121,Network_9_1,9,0.46542612
7172,Pair_32_121,Network_9_1,9,0.256627833
7173,Pair_33_121,Network_9_1,9,0.33759206
7174,Pair_34_121,Network_9_1,9,0.276848125
7175,Pair_35_121,Network_9_1,9,0.282477607
7176,Pair_36_121,Network_3_1,3,0.345627274
7177,Pair_37_121,Network_4_1,4,0.398397533
7178,Pair_38_121,Network_4_1,4,0.342914379
7179,Pair_39_121,Network_3_1,3,0.389481295
7180,Pair_40_121,Network_3_1,3,0.285572099
7181,Pair_41_121,Network_3_1,3,0.279994245
7182,Pair_42_121,Network_3_1,3,0.38471524
7183,Pair_43_121,Network_4_1,4,0.277343421
7184,Pair_44_121,Network_4_1,4,0.255926852
7185,Pair_45_121,Network_4_1,4,0.456117533
7186,Pair_46_121,Network_5_1,5,0.476584558
7187,Pair_47_121,Network_3_1,3,0.432973984
7188,Pair_48_121,Network_2_1,2,0.454482577
7189,Pair_49_121,Network_2_1,2,0.412343297
7190,Pair_50_121,Network_5_1,5,0.461956678
7191,Pair_51_121,Network_3_1,3,0.363841525
7192,Pair_52_121,Network_3_1,3,0.320213592
7193,Pair_53_121,Network_3_1,3,0.336472052
7194,Pair_54_121,Network_3_1,3,0.338443746
7195,Pair_55_121,Network_3_1,3,0.317671276
7196,Pair_56_121,Network_3_1,3,0.316517543
7197,Pair_57_121,Network_4_1,4,0.321053119
7198,Pair_58_121,Network_4_1,4,0.266097467
7199,Pair_59_121,Network_4_1,4,0.297512727
7200,Pair_60_121,Network_4_1,4,0.275161734
7201,Pair_61_121,Network_9_1,9,0.238345365
7202,Pair_62_121,Network_9_1,9,0.31720902
7203,Pair_63_121,Network_7_1,7,0.295457383
7204,Pair_64_121,Network_9_1,9,0.237585545
7205,Pair_65_121,Network_9_1,9,0.290827012
7206,Pair_66_121,Network_9_1,9,0.155311873
7207,Pair_67_121,Network_9_1,9,0.295754741
7208,Pair_68_121,Network_9_1,9,0.343182377
7209,Pair_69_121,Network_9_1,9,0.218309404
7210,Pair_70_121,Network_9_1,9,0.225074593
7211,Pair_71_121,Network_9_1,9,0.201855463
7212,Pair_72_121,Network_9_1,9,0.259638565
7213,Pair_73_121,Network_7_1,7,0.358411248
7214,Pair_74_121,Network_6_1,6,0.228190654
7215,Pair_75_121,Network_6_1,6,0.177693827
7216,Pair_76_121,Network_9_1,9,0.175437833
7217,Pair_77_121,Network_7_1,7,0.186717424
7218,Pair_78_121,Network_4_1,4,0.327055836
7219,Pair_79_121,Network_6_1,6,0.309461185
7220,Pair_80_121,Network_7_1,7,0.385491396
7221,Pair_81_121,Network_6_1,6,0.297608774
7222,Pair_82_121,Network_7_1,7,0.207304291
7223,Pair_83_121,Network_7_1,7,0.338990424
7224,Pair_84_121,Network_4_1,4,0.294954689
7225,Pair_85_121,Network_7_1,7,0.309841615
7226,Pair_86_121,Network_4_1,4,0.27183376
7227,Pair_87_121,Network_9_1,9,0.27337656
7228,Pair_88_121,Network_9_1,9,0.34498538
7229,Pair_89_121,Network_7_1,7,0.180402028
7230,Pair_90_121,Network_9_1,9,0.350561027
7231,Pair_91_121,Network_7_1,7,0.23802969
7232,Pair_92_121,Network_7_1,7,0.32880201
7233,Pair_93_121,Network_9_1,9,0.480960245
7234,Pair_94_121,Network_9_1,9,0.181778258
7235,Pair_95_121,Network_5_1,5,0.439319545
7236,Pair_96_121,Network_5_1,5,0.278809461
7237,Pair_97_121,Network_7_1,7,0.303164404
7238,Pair_98_121,Network_7_1,7,0.318085503
7239,Pair_99_121,Network_4_1,4,0.351431764
7240,Pair_100_121,Network_3_1,3,0.369360242
7241,Pair_101_121,Network_3_1,3,0.377756068
7242,Pair_102_121,Network_3_1,3,0.317649827
7243,Pair_103_121,Network_8_1,8,0.218425543
7244,Pair_104_121,Network_8_1,8,0.357401789
7245,Pair_105_121,Network_4_1,4,0.377093721
7246,Pair_106_121,Network_4_1,4,0.286038389
7247,Pair_107_121,Network_8_1,8,0.260401266
7248,Pair_108_121,Network_4_1,4,0.312389921
7249,Pair_109_121,Network_4_1,4,0.249411131
7250,Pair_110_121,Network_12_1,12,0.1893208
7251,Pair_111_121,Network_7_1,7,0.197049626
7252,Pair_112_121,Network_12_1,12,0.226424133
7253,Pair_113_121,Network_4_1,4,0.349304908
7254,Pair_114_121,Network_4_1,4,0.186276831
7255,Pair_115_121,Network_3_1,3,0.284108414
7256,Pair_116_121,Network_5_1,5,0.240900529
7257,Pair_117_121,Network_5_1,5,0.386806671
7258,Pair_118_121,Network_9_1,9,0.35746006
7259,Pair_119_121,Network_9_1,9,0.379894913
7260,Pair_120_121,Network_9_1,9,0.347092471
7261,Pair_1_122,Network_1_11,11,0.29265497
7262,Pair_2_122,Network_2_11,22,0.292475293
7263,Pair_3_122,Network_2_11,22,0.395566206
7264,Pair_4_122,Network_2_11,22,0.30558946
7265,Pair_5_122,Network_2_11,22,0.309806064
7266,Pair_6_122,Network_2_11,22,0.258672459
7267,Pair_7_122,Network_2_11,22,0.377350089
7268,Pair_8_122,Network_3_11,32,0.291093644
7269,Pair_9_122,Network_3_11,32,0.282069138
7270,Pair_10_122,Network_4_11,41,0.289287217
7271,Pair_11_122,Network_5_11,49,0.284332169
7272,Pair_12_122,Network_6_11,56,0.370474182
7273,Pair_13_122,Network_2_11,22,0.30244218
7274,Pair_14_122,Network_7_11,62,0.322889813
7275,Pair_15_122,Network_7_11,62,0.369115762
7276,Pair_16_122,Network_2_11,22,0.318663705
7277,Pair_17_122,Network_2_11,22,0.385843296
7278,Pair_18_122,Network_2_11,22,0.360333054
7279,Pair_19_122,Network_2_11,22,0.275613072
7280,Pair_20_122,Network_2_11,22,0.321087727
7281,Pair_21_122,Network_2_11,22,0.363659102
7282,Pair_22_122,Network_2_11,22,0.350213179
7283,Pair_23_122,Network_2_11,22,0.377367157
7284,Pair_24_122,Network_8_11,67,0.397130447
7285,Pair_25_122,Network_6_11,56,0.358682599
7286,Pair_26_122,Network_6_11,56,0.359870771
7287,Pair_27_122,Network_10_11,74,0.36819651
7288,Pair_28_122,Network_6_11,56,0.405096065
7289,Pair_29_122,Network_7_11,62,0.373056977
7290,Pair_30_122,Network_9_11,71,0.346921877
7291,Pair_31_122,Network_9_11,71,0.321395063
7292,Pair_32_122,Network_9_11,71,0.299575723
7293,Pair_33_122,Network_9_11,71,0.187902931
7294,Pair_34_122,Network_9_11,71,0.239858518
7295,Pair_35_122,Network_9_11,71,0.207380063
7296,Pair_36_122,Network_3_11,32,0.421974124
7297,Pair_37_122,Network_4_11,41,0.407491862
7298,Pair_38_122,Network_4_11,41,0.30820282
7299,Pair_39_122,Network_3_11,32,0.407102796
7300,Pair_40_122,Network_3_11,32,0.304469796
7301,Pair_41_122,Network_3_11,32,0.283928892
7302,Pair_42_122,Network_3_11,32,0.361352995
7303,Pair_43_122,Network_4_11,41,0.272725079
7304,Pair_44_122,Network_4_11,41,0.361204865
7305,Pair_45_122,Network_4_11,41,0.39244983
7306,Pair_46_122,Network_5_11,49,0.408407452
7307,Pair_47_122,Network_3_11,32,0.410124424
7308,Pair_48_122,Network_2_11,22,0.425964018
7309,Pair_49_122,Network_2_11,22,0.4426047
7310,Pair_50_122,Network_5_11,49,0.351647239
7311,Pair_51_122,Network_3_11,32,0.316282594
7312,Pair_52_122,Network_3_11,32,0.268104328
7313,Pair_53_122,Network_3_11,32,0.313341914
7314,Pair_54_122,Network_3_11,32,0.35302029
7315,Pair_55_122,Network_3_11,32,0.353173542
7316,Pair_56_122,Network_3_11,32,0.31325298
7317,Pair_57_122,Network_4_11,41,0.375090751
7318,Pair_58_122,Network_4_11,41,0.387958986
7319,Pair_59_122,Network_4_11,41,0.369206025
7320,Pair_60_122,Network_4_11,41,0.294007173
7321,Pair_61_122,Network_9_11,71,0.2689948
7322,Pair_62_122,Network_9_11,71,0.288418331
7323,Pair_63_122,Network_7_11,62,0.306936548
7324,Pair_64_122,Network_9_11,71,0.229911281
7325,Pair_65_122,Network_9_11,71,0.24793604
7326,Pair_66_122,Network_9_11,71,0.276267578
7327,Pair_67_122,Network_9_11,71,0.309048678
7328,Pair_68_122,Network_9_11,71,0.272108945
7329,Pair_69_122,Network_9_11,71,0.296657431
7330,Pair_70_122,Network_9_11,71,0.319925863
7331,Pair_71_122,Network_9_11,71,0.336093515
7332,Pair_72_122,Network_9_11,71,0.362458731
7333,Pair_73_122,Network_7_11,62,0.342728431
7334,Pair_74_122,Network_6_11,56,0.287556875
7335,Pair_75_122,Network_6_11,56,0.273539211
7336,Pair_76_122,Network_9_11,71,0.313062715
7337,Pair_77_122,Network_7_11,62,0.349596842
7338,Pair_78_122,Network_4_11,41,0.321647056
7339,Pair_79_122,Network_6_11,56,0.335868875
7340,Pair_80_122,Network_7_11,62,0.290865182
7341,Pair_81_122,Network_6_11,56,0.3278855
7342,Pair_82_122,Network_7_11,62,0.283018245
7343,Pair_83_122,Network_7_11,62,0.374796876
7344,Pair_84_122,Network_4_11,41,0.357137452
7345,Pair_85_122,Network_7_11,62,0.339905487
7346,Pair_86_122,Network_4_11,41,0.336335992
7347,Pair_87_122,Network_9_11,71,0.400592848
7348,Pair_88_122,Network_9_11,71,0.438216659
7349,Pair_89_122,Network_7_11,62,0.419463512
7350,Pair_90_122,Network_9_11,71,0.457555924
7351,Pair_91_122,Network_7_11,62,0.412281649
7352,Pair_92_122,Network_7_11,62,0.476062808
7353,Pair_93_122,Network_9_11,71,0.518714887
7354,Pair_94_122,Network_9_11,71,0.317126249
7355,Pair_95_122,Network_5_11,49,0.320455008
7356,Pair_96_122,Network_5_11,49,0.236516125
7357,Pair_97_122,Network_7_11,62,0.280214391
7358,Pair_98_122,Network_7_11,62,0.36585836
7359,Pair_99_122,Network_4_11,41,0.389012112
7360,Pair_100_122,Network_3_11,32,0.424139752
7361,Pair_101_122,Network_3_11,32,0.418068998
7362,Pair_102_122,Network_3_11,32,0.335085002
7363,Pair_103_122,Network_8_11,67,0.315289616
7364,Pair_104_122,Network_8_11,67,0.386267945
7365,Pair_105_122,Network_4_11,41,0.396220839
7366,Pair_106_122,Network_4_11,41,0.330250371
7367,Pair_107_122,Network_8_11,67,0.323658386
7368,Pair_108_122,Network_4_11,41,0.328225351
7369,Pair_109_122,Network_4_11,41,0.249500232
7370,Pair_110_122,Network_12_11,77,0.281943073
7371,Pair_111_122,Network_7_11,62,0.173446022
7372,Pair_112_122,Network_12_11,77,0.187574924
7373,Pair_113_122,Network_4_11,41,0.42425919
7374,Pair_114_122,Network_4_11,41,0.225654583
7375,Pair_115_122,Network_3_11,32,0.278856038
7376,Pair_116_122,Network_5_11,49,0.253025041
7377,Pair_117_122,Network_5_11,49,0.342288842
7378,Pair_118_122,Network_9_11,71,0.404725426
7379,Pair_119_122,Network_9_11,71,0.295052325
7380,Pair_120_122,Network_9_11,71,0.318144775
7381,Pair_121_122,Network_1_11,11,0.453820697
7382,Pair_1_123,Network_1_6,6,0.205103318
7383,Pair_2_123,Network_2_6,17,0.285555267
7384,Pair_3_123,Network_2_6,17,0.275987489
7385,Pair_4_123,Network_2_6,17,0.214422788
7386,Pair_5_123,Network_2_6,17,0.222559234
7387,Pair_6_123,Network_2_6,17,0.187173426
7388,Pair_7_123,Network_2_6,17,0.227903923
7389,Pair_8_123,Network_3_6,27,0.404920626
7390,Pair_9_123,Network_3_6,27,0.391253586
7391,Pair_10_123,Network_4_6,36,0.450883401
7392,Pair_11_123,Network_5_6,44,0.416725745
7393,Pair_12_123,Network_6_6,51,0.457744729
7394,Pair_13_123,Network_2_6,17,0.252975682
7395,Pair_14_123,Network_7_6,52,0.349998709
7396,Pair_15_123,Network_7_6,52,0.362247185
7397,Pair_16_123,Network_2_6,17,0.256652888
7398,Pair_17_123,Network_2_6,17,0.339539298
7399,Pair_18_123,Network_2_6,17,0.274884696
7400,Pair_19_123,Network_2_6,17,0.187195137
7401,Pair_20_123,Network_2_6,17,0.229401921
7402,Pair_21_123,Network_2_6,17,0.242757676
7403,Pair_22_123,Network_2_6,17,0.229730851
7404,Pair_23_123,Network_2_6,17,0.362196622
7405,Pair_24_123,Network_8_6,53,0.343885302
7406,Pair_25_123,Network_6_6,51,0.555180854
7407,Pair_26_123,Network_6_6,51,0.465322577
7408,Pair_27_123,Network_10_6,55,0.468778361
7409,Pair_28_123,Network_6_6,51,0.506945388
7410,Pair_29_123,Network_7_6,52,0.424554098
7411,Pair_30_123,Network_9_6,54,0.473300978
7412,Pair_31_123,Network_9_6,54,0.308942007
7413,Pair_32_123,Network_9_6,54,0.412486478
7414,Pair_33_123,Network_9_6,54,0.422515262
7415,Pair_34_123,Network_9_6,54,0.452796579
7416,Pair_35_123,Network_9_6,54,0.490676326
7417,Pair_36_123,Network_3_6,27,0.381847886
7418,Pair_37_123,Network_4_6,36,0.388165962
7419,Pair_38_123,Network_4_6,36,0.34183709
7420,Pair_39_123,Network_3_6,27,0.366387219
7421,Pair_40_123,Network_3_6,27,0.376304858
7422,Pair_41_123,Network_3_6,27,0.282233922
7423,Pair_42_123,Network_3_6,27,0.33074823
7424,Pair_43_123,Network_4_6,36,0.401898149
7425,Pair_44_123,Network_4_6,36,0.413446851
7426,Pair_45_123,Network_4_6,36,0.29908757
7427,Pair_46_123,Network_5_6,44,0.289383768
7428,Pair_47_123,Network_3_6,27,0.326321261
7429,Pair_48_123,Network_2_6,17,0.302266662
7430,Pair_49_123,Network_2_6,17,0.335021648
7431,Pair_50_123,Network_5_6,44,0.384891152
7432,Pair_51_123,Network_3_6,27,0.418113653
7433,Pair_52_123,Network_3_6,27,0.411260203
7434,Pair_53_123,Network_3_6,27,0.378722151
7435,Pair_54_123,Network_3_6,27,0.360961629
7436,Pair_55_123,Network_3_6,27,0.360942867
7437,Pair_56_123,Network_3_6,27,0.433073282
7438,Pair_57_123,Network_4_6,36,0.316638738
7439,Pair_58_123,Network_4_6,36,0.280377714
7440,Pair_59_123,Network_4_6,36,0.325056968
7441,Pair_60_123,Network_4_6,36,0.321100372
7442,Pair_61_123,Network_9_6,54,0.350822161
7443,Pair_62_123,Network_9_6,54,0.39921313
7444,Pair_63_123,Network_7_6,52,0.451824864
7445,Pair_64_123,Network_9_6,54,0.325416203
7446,Pair_65_123,Network_9_6,54,0.394981598
7447,Pair_66_123,Network_9_6,54,0.411734102
7448,Pair_67_123,Network_9_6,54,0.496876462
7449,Pair_68_123,Network_9_6,54,0.445218287
7450,Pair_69_123,Network_9_6,54,0.520643969
7451,Pair_70_123,Network_9_6,54,0.507980414
7452,Pair_71_123,Network_9_6,54,0.516602591
7453,Pair_72_123,Network_9_6,54,0.451522144
7454,Pair_73_123,Network_7_6,52,0.471608918
7455,Pair_74_123,Network_6_6,51,0.568945537
7456,Pair_75_123,Network_6_6,51,0.518800504
7457,Pair_76_123,Network_9_6,54,0.538613382
7458,Pair_77_123,Network_7_6,52,0.395125213
7459,Pair_78_123,Network_4_6,36,0.458039126
7460,Pair_79_123,Network_6_6,51,0.572212756
7461,Pair_80_123,Network_7_6,52,0.462853599
7462,Pair_81_123,Network_6_6,51,0.546356147
7463,Pair_82_123,Network_7_6,52,0.564011352
7464,Pair_83_123,Network_7_6,52,0.402912008
7465,Pair_84_123,Network_4_6,36,0.328656158
7466,Pair_85_123,Network_7_6,52,0.293732513
7467,Pair_86_123,Network_4_6,36,0.433802662
7468,Pair_87_123,Network_9_6,54,0.529790321
7469,Pair_88_123,Network_9_6,54,0.393750666
7470,Pair_89_123,Network_7_6,52,0.366624301
7471,Pair_90_123,Network_9_6,54,0.311034227
7472,Pair_91_123,Network_7_6,52,0.30792187
7473,Pair_92_123,Network_7_6,52,0.313900967
7474,Pair_93_123,Network_9_6,54,0.358093517
7475,Pair_94_123,Network_9_6,54,0.418621125
7476,Pair_95_123,Network_5_6,44,0.304298237
7477,Pair_96_123,Network_5_6,44,0.344652197
7478,Pair_97_123,Network_7_6,52,0.414580589
7479,Pair_98_123,Network_7_6,52,0.436479008
7480,Pair_99_123,Network_4_6,36,0.408105309
7481,Pair_100_123,Network_3_6,27,0.445945221
7482,Pair_101_123,Network_3_6,27,0.372362169
7483,Pair_102_123,Network_3_6,27,0.344176922
7484,Pair_103_123,Network_8_6,53,0.2109681
7485,Pair_104_123,Network_8_6,53,0.344480491
7486,Pair_105_123,Network_4_6,36,0.390763219
7487,Pair_106_123,Network_4_6,36,0.33732683
7488,Pair_107_123,Network_8_6,53,0.294900576
7489,Pair_108_123,Network_4_6,36,0.399384456
7490,Pair_109_123,Network_4_6,36,0.316790007
7491,Pair_110_123,Network_12_6,57,0.179663429
7492,Pair_111_123,Network_7_6,52,0.309748507
7493,Pair_112_123,Network_12_6,57,0.233640321
7494,Pair_113_123,Network_4_6,36,0.400280225
7495,Pair_114_123,Network_4_6,36,0.284492454
7496,Pair_115_123,Network_3_6,27,0.349308097
7497,Pair_116_123,Network_5_6,44,0.385918417
7498,Pair_117_123,Network_5_6,44,0.306425809
7499,Pair_118_123,Network_9_6,54,0.231475664
7500,Pair_119_123,Network_9_6,54,0.233481548
7501,Pair_120_123,Network_9_6,54,0.242884299
7502,Pair_121_123,Network_1_6,6,0.274422015
7503,Pair_122_123,Network_11_6,56,0.288627901
7504,Pair_1_124,Network_1_8,8,0.243584195
7505,Pair_2_124,Network_2_8,19,0.318869563
7506,Pair_3_124,Network_2_8,19,0.300726881
7507,Pair_4_124,Network_2_8,19,0.274353356
7508,Pair_5_124,Network_2_8,19,0.292863981
7509,Pair_6_124,Network_2_8,19,0.270094531
7510,Pair_7_124,Network_2_8,19,0.224281997
7511,Pair_8_124,Network_3_8,29,0.391073753
7512,Pair_9_124,Network_3_8,29,0.384537243
7513,Pair_10_124,Network_4_8,38,0.326398381
7514,Pair_11_124,Network_5_8,46,0.351573754
7515,Pair_12_124,Network_6_8,53,0.434717474
7516,Pair_13_124,Network_2_8,19,0.265448057
7517,Pair_14_124,Network_7_8,59,0.294963715
7518,Pair_15_124,Network_7_8,59,0.336802388
7519,Pair_16_124,Network_2_8,19,0.2861308
7520,Pair_17_124,Network_2_8,19,0.275329677
7521,Pair_18_124,Network_2_8,19,0.269943887
7522,Pair_19_124,Network_2_8,19,0.220673416
7523,Pair_20_124,Network_2_8,19,0.267211183
7524,Pair_21_124,Network_2_8,19,0.258002796
7525,Pair_22_124,Network_2_8,19,0.239206734
7526,Pair_23_124,Network_2_8,19,0.33945399
7527,Pair_24_124,Network_8_8,64,0.515828911
7528,Pair_25_124,Network_6_8,53,0.518101475
7529,Pair_26_124,Network_6_8,53,0.265799279
7530,Pair_27_124,Network_10_8,66,0.345746867
7531,Pair_28_124,Network_6_8,53,0.481033699
7532,Pair_29_124,Network_7_8,59,0.327337489
7533,Pair_30_124,Network_9_8,65,0.278316043
7534,Pair_31_124,Network_9_8,65,0.288391731
7535,Pair_32_124,Network_9_8,65,0.267626811
7536,Pair_33_124,Network_9_8,65,0.197878104
7537,Pair_34_124,Network_9_8,65,0.269224535
7538,Pair_35_124,Network_9_8,65,0.280013122
7539,Pair_36_124,Network_3_8,29,0.369560886
7540,Pair_37_124,Network_4_8,38,0.331510797
7541,Pair_38_124,Network_4_8,38,0.39975204
7542,Pair_39_124,Network_3_8,29,0.378187727
7543,Pair_40_124,Network_3_8,29,0.345982286
7544,Pair_41_124,Network_3_8,29,0.303640747
7545,Pair_42_124,Network_3_8,29,0.303479731
7546,Pair_43_124,Network_4_8,38,0.333434896
7547,Pair_44_124,Network_4_8,38,0.3012431
7548,Pair_45_124,Network_4_8,38,0.310882969
7549,Pair_46_124,Network_5_8,46,0.284850107
7550,Pair_47_124,Network_3_8,29,0.321156997
7551,Pair_48_124,Network_2_8,19,0.281099625
7552,Pair_49_124,Network_2_8,19,0.29059406
7553,Pair_50_124,Network_5_8,46,0.250455773
